"","Precision","Recall","TestError","ModelSize","Model"
"171",1,0.04,0.466,4,"binomialRF"
"172",1,0.12,0.382,12,"VSURF"
"173",1,0.12,0.406,12,"Boruta"
"174",1,0.33,0.316,33,"VarSelRF"
"175",NA,0,0.238,0,"PIMP"
"176",1,0.5,0.278,50,"AUCRF"
"177",1,0.42,0.274,42,"Perm"
"178",1,0.56,0.276,56,"EFS"
"179",1,0.21,0.378,21,"RFE"
"180",1,0.31,0.324,31,"Vita"
"181",1,0.01,0.206,1,"binomialRF"
"182",1,0.1,0.414,10,"VSURF"
"183",1,0.09,0.386,9,"Boruta"
"184",1,0.33,0.29,33,"VarSelRF"
"185",NA,0,0.206,0,"PIMP"
"186",1,0.63,0.254,63,"AUCRF"
"187",1,0.49,0.28,49,"Perm"
"188",1,0.62,0.238,62,"EFS"
"189",1,0.17,0.362,17,"RFE"
"190",1,0.4,0.278,40,"Vita"
"191",1,0.04,0.45,4,"binomialRF"
"192",1,0.15,0.4,15,"VSURF"
"193",1,0.09,0.434,9,"Boruta"
"194",1,0.41,0.33,41,"VarSelRF"
"195",NA,0,0.24,0,"PIMP"
"196",1,0.63,0.272,63,"AUCRF"
"197",1,0.51,0.294,51,"Perm"
"198",1,0.61,0.282,61,"EFS"
"199",1,0.23,0.382,23,"RFE"
"200",1,0.37,0.318,37,"Vita"
"201",1,0.01,0.228,1,"binomialRF"
"202",1,0.1,0.412,10,"VSURF"
"203",1,0.09,0.394,9,"Boruta"
"204",1,0.51,0.314,51,"VarSelRF"
"205",NA,0,0.23,0,"PIMP"
"206",1,0.79,0.278,79,"AUCRF"
"207",1,0.42,0.304,42,"Perm"
"208",1,0.63,0.28,63,"EFS"
"209",1,0.24,0.36,24,"RFE"
"210",1,0.47,0.338,47,"Vita"
"211",1,0.05,0.46,5,"binomialRF"
"212",1,0.09,0.412,9,"VSURF"
"213",1,0.14,0.392,14,"Boruta"
"214",1,0.8,0.306,80,"VarSelRF"
"215",NA,0,0.24,0,"PIMP"
"216",1,0.63,0.33,63,"AUCRF"
"217",1,0.41,0.346,41,"Perm"
"218",1,0.45,0.346,45,"EFS"
"219",1,0.17,0.412,17,"RFE"
"220",1,0.31,0.368,31,"Vita"
"221",1,0.04,0.426,4,"binomialRF"
"222",1,0.11,0.376,11,"VSURF"
"223",1,0.05,0.432,5,"Boruta"
"224",1,0.51,0.296,51,"VarSelRF"
"225",NA,0,0.288,0,"PIMP"
"226",1,0.5,0.298,50,"AUCRF"
"227",1,0.52,0.29,52,"Perm"
"228",1,0.7,0.258,70,"EFS"
"229",1,0.18,0.368,18,"RFE"
"230",1,0.36,0.32,36,"Vita"
"231",1,0.05,0.498,5,"binomialRF"
"232",1,0.14,0.442,14,"VSURF"
"233",1,0.11,0.438,11,"Boruta"
"234",1,0.41,0.338,41,"VarSelRF"
"235",1,0.01,0.334,1,"PIMP"
"236",1,0.79,0.282,79,"AUCRF"
"237",1,0.45,0.366,45,"Perm"
"238",1,0.66,0.334,66,"EFS"
"239",1,0.2,0.392,20,"RFE"
"240",1,0.45,0.35,45,"Vita"
"241",1,0.05,0.446,5,"binomialRF"
"242",1,0.12,0.43,12,"VSURF"
"243",1,0.1,0.456,10,"Boruta"
"244",1,0.33,0.38,33,"VarSelRF"
"245",NA,0,0.344,0,"PIMP"
"246",1,0.63,0.358,63,"AUCRF"
"247",1,0.42,0.352,42,"Perm"
"248",1,0.52,0.356,52,"EFS"
"249",1,0.2,0.41,20,"RFE"
"250",1,0.37,0.35,37,"Vita"
"251",1,0.03,0.482,3,"binomialRF"
"252",1,0.09,0.436,9,"VSURF"
"253",1,0.1,0.43,10,"Boruta"
"254",1,0.33,0.358,33,"VarSelRF"
"255",NA,0,0.252,0,"PIMP"
"256",1,0.5,0.336,50,"AUCRF"
"257",1,0.47,0.342,47,"Perm"
"258",1,0.54,0.302,54,"EFS"
"259",1,0.2,0.396,20,"RFE"
"260",1,0.46,0.312,46,"Vita"
"261",1,0.06,0.43,6,"binomialRF"
"262",1,0.14,0.406,14,"VSURF"
"263",1,0.06,0.442,6,"Boruta"
"264",1,0.26,0.374,26,"VarSelRF"
"265",NA,0,0.32,0,"PIMP"
"266",1,0.79,0.314,79,"AUCRF"
"267",1,0.44,0.342,44,"Perm"
"268",1,0.47,0.372,47,"EFS"
"269",1,0.22,0.376,22,"RFE"
"270",1,0.25,0.378,25,"Vita"
"271",1,0.03,0.51,3,"binomialRF"
"272",1,0.14,0.402,14,"VSURF"
"273",1,0.11,0.438,11,"Boruta"
"274",1,0.33,0.332,33,"VarSelRF"
"275",NA,0,0.27,0,"PIMP"
"276",1,0.79,0.28,79,"AUCRF"
"277",1,0.44,0.326,44,"Perm"
"278",1,0.6,0.292,60,"EFS"
"279",1,0.17,0.4,17,"RFE"
"280",1,0.26,0.338,26,"Vita"
"281",1,0.03,0.446,3,"binomialRF"
"282",1,0.09,0.414,9,"VSURF"
"283",1,0.05,0.42,5,"Boruta"
"284",1,0.41,0.31,41,"VarSelRF"
"285",NA,0,0.238,0,"PIMP"
"286",1,0.5,0.288,50,"AUCRF"
"287",1,0.46,0.294,46,"Perm"
"288",1,0.72,0.258,72,"EFS"
"289",1,0.22,0.34,22,"RFE"
"290",1,0.28,0.342,28,"Vita"
"291",1,0.06,0.434,6,"binomialRF"
"292",1,0.04,0.454,4,"VSURF"
"293",1,0.11,0.424,11,"Boruta"
"294",1,0.51,0.294,51,"VarSelRF"
"295",NA,0,0.24,0,"PIMP"
"296",1,0.63,0.272,63,"AUCRF"
"297",1,0.45,0.322,45,"Perm"
"298",1,0.66,0.264,66,"EFS"
"299",1,0.19,0.41,19,"RFE"
"300",1,0.35,0.324,35,"Vita"
"301",1,0.02,0.504,2,"binomialRF"
"302",1,0.06,0.444,6,"VSURF"
"303",1,0.05,0.468,5,"Boruta"
"304",1,0.26,0.382,26,"VarSelRF"
"305",NA,0,0.294,0,"PIMP"
"306",1,0.79,0.3,79,"AUCRF"
"307",1,0.4,0.374,40,"Perm"
"308",1,0.58,0.328,58,"EFS"
"309",1,0.21,0.412,21,"RFE"
"310",1,0.33,0.35,33,"Vita"
"311",1,0.04,0.47,4,"binomialRF"
"312",1,0.16,0.436,16,"VSURF"
"313",1,0.09,0.418,9,"Boruta"
"314",1,0.41,0.348,41,"VarSelRF"
"315",NA,0,0.286,0,"PIMP"
"316",1,0.63,0.312,63,"AUCRF"
"317",1,0.43,0.332,43,"Perm"
"318",1,0.64,0.304,64,"EFS"
"319",1,0.15,0.406,15,"RFE"
"320",1,0.42,0.362,42,"Vita"
"321",1,0.05,0.452,5,"binomialRF"
"322",1,0.15,0.358,15,"VSURF"
"323",1,0.07,0.436,7,"Boruta"
"324",1,0.51,0.266,51,"VarSelRF"
"325",NA,0,0.222,0,"PIMP"
"326",1,0.79,0.242,79,"AUCRF"
"327",1,0.47,0.272,47,"Perm"
"328",1,0.67,0.24,67,"EFS"
"329",1,0.2,0.37,20,"RFE"
"330",1,0.3,0.312,30,"Vita"
"331",1,0.06,0.46,6,"binomialRF"
"332",1,0.12,0.422,12,"VSURF"
"333",1,0.09,0.42,9,"Boruta"
"334",1,0.41,0.294,41,"VarSelRF"
"335",NA,0,0.224,0,"PIMP"
"336",1,0.63,0.254,63,"AUCRF"
"337",1,0.41,0.302,41,"Perm"
"338",1,0.56,0.256,56,"EFS"
"339",1,0.21,0.344,21,"RFE"
"340",1,0.39,0.33,39,"Vita"
"341",1,0.04,0.456,4,"binomialRF"
"342",1,0.14,0.36,14,"VSURF"
"343",1,0.09,0.412,9,"Boruta"
"344",1,0.64,0.276,64,"VarSelRF"
"345",NA,0,0.234,0,"PIMP"
"346",1,0.79,0.264,79,"AUCRF"
"347",1,0.46,0.31,46,"Perm"
"348",1,0.66,0.26,66,"EFS"
"349",1,0.21,0.37,21,"RFE"
"350",1,0.27,0.354,27,"Vita"
"351",1,0.03,0.442,3,"binomialRF"
"352",1,0.12,0.414,12,"VSURF"
"353",1,0.09,0.416,9,"Boruta"
"354",1,0.64,0.292,64,"VarSelRF"
"355",NA,0,0.244,0,"PIMP"
"356",1,0.5,0.308,50,"AUCRF"
"357",1,0.38,0.334,38,"Perm"
"358",1,0.48,0.266,48,"EFS"
"359",1,0.21,0.354,21,"RFE"
"360",1,0.37,0.316,37,"Vita"
"361",1,0.04,0.438,4,"binomialRF"
"362",1,0.07,0.424,7,"VSURF"
"363",1,0.06,0.44,6,"Boruta"
"364",1,0.41,0.338,41,"VarSelRF"
"365",NA,0,0.268,0,"PIMP"
"366",1,0.5,0.298,50,"AUCRF"
"367",1,0.43,0.328,43,"Perm"
"368",1,0.6,0.292,60,"EFS"
"369",1,0.21,0.356,21,"RFE"
"370",1,0.32,0.354,32,"Vita"
"371",1,0.02,0.514,2,"binomialRF"
"372",1,0.11,0.448,11,"VSURF"
"373",1,0.07,0.434,7,"Boruta"
"374",1,0.41,0.358,41,"VarSelRF"
"375",NA,0,0.26,0,"PIMP"
"376",1,0.5,0.332,50,"AUCRF"
"377",1,0.41,0.392,41,"Perm"
"378",1,0.62,0.3,62,"EFS"
"379",1,0.21,0.43,21,"RFE"
"380",1,0.3,0.376,30,"Vita"
"381",1,0.05,0.428,5,"binomialRF"
"382",1,0.06,0.422,6,"VSURF"
"383",1,0.09,0.408,9,"Boruta"
"384",1,0.33,0.324,33,"VarSelRF"
"385",NA,0,0.212,0,"PIMP"
"386",1,0.79,0.252,79,"AUCRF"
"387",1,0.42,0.306,42,"Perm"
"388",1,0.55,0.252,55,"EFS"
"389",1,0.17,0.356,17,"RFE"
"390",1,0.34,0.306,34,"Vita"
"391",1,0.05,0.438,5,"binomialRF"
"392",1,0.15,0.384,15,"VSURF"
"393",1,0.11,0.37,11,"Boruta"
"394",1,0.64,0.3,64,"VarSelRF"
"395",NA,0,0.27,0,"PIMP"
"396",1,0.63,0.3,63,"AUCRF"
"397",1,0.38,0.344,38,"Perm"
"398",1,0.57,0.292,57,"EFS"
"399",1,0.17,0.414,17,"RFE"
"400",1,0.44,0.316,44,"Vita"
"401",1,0.04,0.458,4,"binomialRF"
"402",1,0.03,0.454,3,"VSURF"
"403",1,0.09,0.444,9,"Boruta"
"404",1,0.41,0.332,41,"VarSelRF"
"405",NA,0,0.268,0,"PIMP"
"406",1,0.63,0.294,63,"AUCRF"
"407",1,0.45,0.294,45,"Perm"
"408",1,0.67,0.288,67,"EFS"
"409",1,0.17,0.38,17,"RFE"
"410",1,0.25,0.374,25,"Vita"
"411",1,0.05,0.504,5,"binomialRF"
"412",1,0.12,0.434,12,"VSURF"
"413",1,0.09,0.444,9,"Boruta"
"414",1,0.33,0.348,33,"VarSelRF"
"415",NA,0,0.298,0,"PIMP"
"416",1,0.5,0.304,50,"AUCRF"
"417",1,0.47,0.332,47,"Perm"
"418",1,0.6,0.3,60,"EFS"
"419",1,0.17,0.412,17,"RFE"
"420",1,0.44,0.336,44,"Vita"
"421",1,0.06,0.438,6,"binomialRF"
"422",1,0.19,0.37,19,"VSURF"
"423",1,0.08,0.45,8,"Boruta"
"424",1,0.41,0.328,41,"VarSelRF"
"425",NA,0,0.242,0,"PIMP"
"426",1,0.63,0.316,63,"AUCRF"
"427",1,0.4,0.348,40,"Perm"
"428",1,0.57,0.3,57,"EFS"
"429",1,0.18,0.372,18,"RFE"
"430",1,0.37,0.33,37,"Vita"
"431",1,0.03,0.482,3,"binomialRF"
"432",1,0.15,0.404,15,"VSURF"
"433",1,0.11,0.428,11,"Boruta"
"434",1,0.41,0.33,41,"VarSelRF"
"435",NA,0,0.254,0,"PIMP"
"436",1,0.79,0.286,79,"AUCRF"
"437",1,0.38,0.354,38,"Perm"
"438",1,0.58,0.314,58,"EFS"
"439",1,0.19,0.386,19,"RFE"
"440",1,0.34,0.33,34,"Vita"
"441",1,0.04,0.48,4,"binomialRF"
"442",1,0.17,0.42,17,"VSURF"
"443",1,0.13,0.378,13,"Boruta"
"444",1,0.33,0.354,33,"VarSelRF"
"445",NA,0,0.27,0,"PIMP"
"446",1,0.5,0.286,50,"AUCRF"
"447",1,0.43,0.318,43,"Perm"
"448",1,0.55,0.288,55,"EFS"
"449",1,0.13,0.424,13,"RFE"
"450",1,0.34,0.328,34,"Vita"
"451",1,0.03,0.446,3,"binomialRF"
"452",1,0.09,0.428,9,"VSURF"
"453",1,0.07,0.412,7,"Boruta"
"454",1,0.33,0.346,33,"VarSelRF"
"455",NA,0,0.266,0,"PIMP"
"456",1,0.79,0.278,79,"AUCRF"
"457",1,0.46,0.336,46,"Perm"
"458",1,0.66,0.306,66,"EFS"
"459",1,0.21,0.354,21,"RFE"
"460",1,0.41,0.324,41,"Vita"
"461",1,0.03,0.464,3,"binomialRF"
"462",1,0.05,0.442,5,"VSURF"
"463",1,0.06,0.466,6,"Boruta"
"464",1,0.51,0.29,51,"VarSelRF"
"465",NA,0,0.246,0,"PIMP"
"466",1,0.79,0.29,79,"AUCRF"
"467",1,0.36,0.382,36,"Perm"
"468",1,0.62,0.288,62,"EFS"
"469",1,0.2,0.39,20,"RFE"
"470",1,0.45,0.308,45,"Vita"
"471",1,0.04,0.41,4,"binomialRF"
"472",1,0.14,0.39,14,"VSURF"
"473",1,0.06,0.466,6,"Boruta"
"474",1,0.33,0.34,33,"VarSelRF"
"475",NA,0,0.248,0,"PIMP"
"476",1,0.63,0.302,63,"AUCRF"
"477",1,0.42,0.322,42,"Perm"
"478",1,0.54,0.328,54,"EFS"
"479",1,0.21,0.384,21,"RFE"
"480",1,0.38,0.346,38,"Vita"
"481",1,0.04,0.466,4,"binomialRF"
"482",1,0.1,0.408,10,"VSURF"
"483",1,0.06,0.448,6,"Boruta"
"484",1,0.64,0.258,64,"VarSelRF"
"485",NA,0,0.228,0,"PIMP"
"486",1,0.5,0.298,50,"AUCRF"
"487",1,0.48,0.286,48,"Perm"
"488",1,0.57,0.242,57,"EFS"
"489",1,0.23,0.338,23,"RFE"
"490",1,0.27,0.33,27,"Vita"
"491",1,0.05,0.442,5,"binomialRF"
"492",1,0.14,0.36,14,"VSURF"
"493",1,0.1,0.382,10,"Boruta"
"494",1,0.33,0.33,33,"VarSelRF"
"495",NA,0,0.232,0,"PIMP"
"496",1,0.63,0.258,63,"AUCRF"
"497",1,0.41,0.318,41,"Perm"
"498",1,0.6,0.27,60,"EFS"
"499",1,0.18,0.364,18,"RFE"
"500",1,0.43,0.308,43,"Vita"
"501",1,0.05,0.452,5,"binomialRF"
"502",1,0.09,0.422,9,"VSURF"
"503",1,0.11,0.406,11,"Boruta"
"504",1,0.51,0.308,51,"VarSelRF"
"505",NA,0,0.236,0,"PIMP"
"506",1,0.39,0.314,39,"AUCRF"
"507",1,0.41,0.326,41,"Perm"
"508",1,0.67,0.262,67,"EFS"
"509",1,0.19,0.396,19,"RFE"
"510",1,0.41,0.32,41,"Vita"
"511",1,0.03,0.462,3,"binomialRF"
"512",1,0.06,0.4,6,"VSURF"
"513",1,0.09,0.424,9,"Boruta"
"514",1,0.41,0.342,41,"VarSelRF"
"515",NA,0,0.266,0,"PIMP"
"516",1,0.5,0.32,50,"AUCRF"
"517",1,0.48,0.326,48,"Perm"
"518",1,0.6,0.278,60,"EFS"
"519",1,0.17,0.426,17,"RFE"
"520",1,0.3,0.366,30,"Vita"
"521",1,0.04,0.46,4,"binomialRF"
"522",1,0.11,0.428,11,"VSURF"
"523",1,0.08,0.468,8,"Boruta"
"524",1,0.64,0.308,64,"VarSelRF"
"525",NA,0,0.286,0,"PIMP"
"526",1,0.79,0.308,79,"AUCRF"
"527",1,0.43,0.368,43,"Perm"
"528",1,0.6,0.302,60,"EFS"
"529",1,0.16,0.436,16,"RFE"
"530",1,0.38,0.37,38,"Vita"
"531",1,0.04,0.426,4,"binomialRF"
"532",1,0.1,0.374,10,"VSURF"
"533",1,0.08,0.392,8,"Boruta"
"534",1,0.8,0.242,80,"VarSelRF"
"535",NA,0,0.234,0,"PIMP"
"536",1,0.63,0.258,63,"AUCRF"
"537",1,0.4,0.282,40,"Perm"
"538",1,0.42,0.264,42,"EFS"
"539",1,0.13,0.37,13,"RFE"
"540",1,0.35,0.308,35,"Vita"
"541",1,0.05,0.458,5,"binomialRF"
"542",1,0.09,0.44,9,"VSURF"
"543",1,0.07,0.432,7,"Boruta"
"544",1,0.41,0.326,41,"VarSelRF"
"545",NA,0,0.266,0,"PIMP"
"546",1,1,0.244,100,"AUCRF"
"547",1,0.36,0.332,36,"Perm"
"548",1,0.73,0.274,73,"EFS"
"549",1,0.16,0.396,16,"RFE"
"550",1,0.33,0.312,33,"Vita"
"551",1,0.04,0.47,4,"binomialRF"
"552",1,0.09,0.45,9,"VSURF"
"553",1,0.07,0.452,7,"Boruta"
"554",1,0.41,0.326,41,"VarSelRF"
"555",NA,0,0.244,0,"PIMP"
"556",1,0.63,0.306,63,"AUCRF"
"557",1,0.45,0.342,45,"Perm"
"558",1,0.72,0.296,72,"EFS"
"559",1,0.22,0.366,22,"RFE"
"560",1,0.34,0.368,34,"Vita"
"561",1,0.05,0.43,5,"binomialRF"
"562",1,0.14,0.408,14,"VSURF"
"563",1,0.11,0.404,11,"Boruta"
"564",1,0.33,0.356,33,"VarSelRF"
"565",NA,0,0.278,0,"PIMP"
"566",1,0.5,0.312,50,"AUCRF"
"567",1,0.42,0.342,42,"Perm"
"568",1,0.6,0.332,60,"EFS"
"569",1,0.19,0.384,19,"RFE"
"570",1,0.31,0.356,31,"Vita"
"571",1,0.02,0.456,2,"binomialRF"
"572",1,0.08,0.394,8,"VSURF"
"573",1,0.07,0.428,7,"Boruta"
"574",1,0.8,0.26,80,"VarSelRF"
"575",NA,0,0.236,0,"PIMP"
"576",1,0.5,0.308,50,"AUCRF"
"577",1,0.48,0.306,48,"Perm"
"578",1,0.49,0.33,49,"EFS"
"579",1,0.25,0.378,25,"RFE"
"580",1,0.38,0.304,38,"Vita"
"581",1,0.06,0.448,6,"binomialRF"
"582",1,0.13,0.414,13,"VSURF"
"583",1,0.1,0.42,10,"Boruta"
"584",1,0.26,0.358,26,"VarSelRF"
"585",NA,0,0.262,0,"PIMP"
"586",1,0.79,0.296,79,"AUCRF"
"587",1,0.44,0.342,44,"Perm"
"588",1,0.62,0.286,62,"EFS"
"589",1,0.2,0.41,20,"RFE"
"590",1,0.33,0.358,33,"Vita"
"591",1,0.04,0.424,4,"binomialRF"
"592",1,0.11,0.416,11,"VSURF"
"593",1,0.07,0.394,7,"Boruta"
"594",1,0.33,0.358,33,"VarSelRF"
"595",NA,0,0.302,0,"PIMP"
"596",1,0.63,0.304,63,"AUCRF"
"597",1,0.46,0.338,46,"Perm"
"598",1,0.6,0.32,60,"EFS"
"599",1,0.21,0.372,21,"RFE"
"600",1,0.24,0.392,24,"Vita"
"601",1,0.03,0.478,3,"binomialRF"
"602",1,0.15,0.422,15,"VSURF"
"603",1,0.04,0.452,4,"Boruta"
"604",1,0.64,0.298,64,"VarSelRF"
"605",NA,0,0.272,0,"PIMP"
"606",1,0.63,0.296,63,"AUCRF"
"607",1,0.49,0.332,49,"Perm"
"608",1,0.66,0.288,66,"EFS"
"609",1,0.19,0.376,19,"RFE"
"610",1,0.37,0.362,37,"Vita"
"611",1,0.04,0.452,4,"binomialRF"
"612",1,0.14,0.39,14,"VSURF"
"613",1,0.09,0.472,9,"Boruta"
"614",1,0.33,0.366,33,"VarSelRF"
"615",NA,0,0.272,0,"PIMP"
"616",1,0.79,0.28,79,"AUCRF"
"617",1,0.43,0.308,43,"Perm"
"618",1,0.61,0.284,61,"EFS"
"619",1,0.16,0.382,16,"RFE"
"620",1,0.32,0.356,32,"Vita"
"621",1,0.04,0.436,4,"binomialRF"
"622",1,0.1,0.426,10,"VSURF"
"623",1,0.1,0.432,10,"Boruta"
"624",1,0.41,0.354,41,"VarSelRF"
"625",NA,0,0.268,0,"PIMP"
"626",1,1,0.322,100,"AUCRF"
"627",1,0.48,0.362,48,"Perm"
"628",1,0.6,0.336,60,"EFS"
"629",1,0.19,0.416,19,"RFE"
"630",1,0.39,0.342,39,"Vita"
"631",1,0.04,0.442,4,"binomialRF"
"632",1,0.11,0.418,11,"VSURF"
"633",1,0.06,0.422,6,"Boruta"
"634",1,0.41,0.376,41,"VarSelRF"
"635",NA,0,0.382,0,"PIMP"
"636",1,0.63,0.352,63,"AUCRF"
