"","Precision","Recall","TestError","ModelSize","Model"
"1","0.909090909090909","0.1","0.4","11","binomialRF"
"2","0.923076923076923","0.12","0.4","13","VSURF"
"3","1","0.1","0.402","10","Boruta"
"4","0.537037037037037","0.29","0.374","54","VarSelRF"
"5","NaN","0","0.352","0","PIMP"
"6","0.560975609756098","0.46","0.336","82","AUCRF"
"7","0.312217194570136","0.69","0.334","221","Perm"
"8","0.622222222222222","0.28","0.38","45","EFS"
"9","0.522727272727273","0.46","0.352","88","RFE"
"10","0.5","0.23","0.42","46","Vita"
"11","1","0.08","0.422","8","binomialRF"
"12","0.909090909090909","0.1","0.384","11","VSURF"
"13","1","0.08","0.418","8","Boruta"
"14","0.735294117647059","0.25","0.366","34","VarSelRF"
"15","NaN","0","0.386","0","PIMP"
"16","0.495145631067961","0.51","0.342","103","AUCRF"
"17","0.314893617021277","0.74","0.362","235","Perm"
"18","0.72","0.36","0.346","50","EFS"
"19","0.6","0.48","0.328","80","RFE"
"20","0.522388059701492","0.35","0.348","67","Vita"
"21","0.7","0.07","0.428","10","binomialRF"
"22","0.833333333333333","0.1","0.39","12","VSURF"
"23","1","0.07","0.432","7","Boruta"
"24","0.555555555555556","0.3","0.332","54","VarSelRF"
"25","NaN","0","0.376","0","PIMP"
"26","0.446601941747573","0.46","0.368","103","AUCRF"
"27","0.305084745762712","0.72","0.356","236","Perm"
"28","0.62962962962963","0.34","0.368","54","EFS"
"29","0.48","0.36","0.364","75","RFE"
"30","0.516129032258065","0.32","0.356","62","Vita"
"31","0.833333333333333","0.05","0.506","6","binomialRF"
"32","0.666666666666667","0.1","0.452","15","VSURF"
"33","0.916666666666667","0.11","0.464","12","Boruta"
"34","0.488095238095238","0.41","0.386","84","VarSelRF"
"35","NaN","0","0.396","0","PIMP"
"36","0.548780487804878","0.45","0.364","82","AUCRF"
"37","0.297777777777778","0.67","0.4","225","Perm"
"38","0.833333333333333","0.25","0.404","30","EFS"
"39","0.544303797468354","0.43","0.382","79","RFE"
"40","0.490196078431373","0.25","0.39","51","Vita"
"41","0.75","0.09","0.394","12","binomialRF"
"42","0.764705882352941","0.13","0.422","17","VSURF"
"43","1","0.05","0.448","5","Boruta"
"44","0.611111111111111","0.33","0.366","54","VarSelRF"
"45","NaN","0","0.45","0","PIMP"
"46","0.597560975609756","0.49","0.358","82","AUCRF"
"47","0.303418803418803","0.71","0.364","234","Perm"
"48","0.527777777777778","0.38","0.364","72","EFS"
"49","0.517241379310345","0.45","0.396","87","RFE"
"50","0.543859649122807","0.31","0.368","57","Vita"
"51","1","0.03","0.458","3","binomialRF"
