"","Precision","Recall","TestError","ModelSize","Model"
"1",1,0.22,0.378,11,"binomialRF"
"2",0.923076923076923,0.24,0.392,13,"VSURF"
"3",1,0.18,0.386,9,"Boruta"
"4",0.676470588235294,0.46,0.324,34,"VarSelRF"
"5",0,0,0.446,1,"PIMP"
"6",0.507692307692308,0.66,0.32,65,"AUCRF"
"7",0.183035714285714,0.82,0.36,224,"Perm"
"8",0.622641509433962,0.66,0.296,53,"EFS"
"9",0.450704225352113,0.64,0.34,71,"RFE"
"10",0.45,0.54,0.352,60,"Vita"
"11",0.8,0.16,0.36,10,"binomialRF"
"12",0.75,0.3,0.332,20,"VSURF"
"13",0.777777777777778,0.14,0.402,9,"Boruta"
"14",0.416666666666667,0.7,0.29,84,"VarSelRF"
"15",NA,0,0.34,0,"PIMP"
"16",0.388349514563107,0.8,0.314,103,"AUCRF"
"17",0.214285714285714,0.9,0.338,210,"Perm"
"18",0.666666666666667,0.56,0.322,42,"EFS"
"19",0.428571428571429,0.6,0.372,70,"RFE"
"20",0.510204081632653,0.5,0.336,49,"Vita"
"21",0.9,0.18,0.382,10,"binomialRF"
"22",0.75,0.24,0.36,16,"VSURF"
"23",1,0.2,0.38,10,"Boruta"
"24",0.592592592592593,0.64,0.27,54,"VarSelRF"
"25",NA,0,0.332,0,"PIMP"
"26",0.553846153846154,0.72,0.296,65,"AUCRF"
"27",0.20952380952381,0.88,0.298,210,"Perm"
"28",0.838709677419355,0.52,0.288,31,"EFS"
"29",0.558823529411765,0.76,0.286,68,"RFE"
"30",0.551724137931034,0.64,0.302,58,"Vita"
"31",1,0.22,0.338,11,"binomialRF"
"32",0.9375,0.3,0.338,16,"VSURF"
"33",1,0.2,0.334,10,"Boruta"
"34",0.697674418604651,0.6,0.264,43,"VarSelRF"
"35",0,0,0.38,1,"PIMP"
"36",0.538461538461538,0.7,0.274,65,"AUCRF"
"37",0.218009478672986,0.92,0.302,211,"Perm"
"38",0.806451612903226,0.5,0.308,31,"EFS"
"39",0.402985074626866,0.54,0.3,67,"RFE"
"40",0.4375,0.56,0.288,64,"Vita"
"41",0.818181818181818,0.18,0.398,11,"binomialRF"
"42",0.888888888888889,0.32,0.324,18,"VSURF"
"43",0.9,0.18,0.372,10,"Boruta"
"44",0.772727272727273,0.34,0.326,22,"VarSelRF"
"45",NA,0,0.33,0,"PIMP"
"46",0.492307692307692,0.64,0.274,65,"AUCRF"
"47",0.180487804878049,0.74,0.328,205,"Perm"
"48",0.757575757575758,0.5,0.312,33,"EFS"
"49",0.4,0.52,0.324,65,"RFE"
"50",0.490196078431373,0.5,0.298,51,"Vita"
"51",0.8,0.16,0.412,10,"binomialRF"
"52",0.736842105263158,0.28,0.378,19,"VSURF"
"53",0.75,0.18,0.388,12,"Boruta"
"54",0.558139534883721,0.48,0.332,43,"VarSelRF"
"55",NA,0,0.448,0,"PIMP"
"56",0.310679611650485,0.64,0.354,103,"AUCRF"
"57",0.200980392156863,0.82,0.352,204,"Perm"
"58",0.638888888888889,0.46,0.344,36,"EFS"
"59",0.375,0.48,0.358,64,"RFE"
"60",0.391304347826087,0.54,0.362,69,"Vita"
"61",0.857142857142857,0.12,0.372,7,"binomialRF"
"62",0.941176470588235,0.32,0.334,17,"VSURF"
"63",0.75,0.12,0.378,8,"Boruta"
"64",0.574074074074074,0.62,0.308,54,"VarSelRF"
"65",NA,0,0.39,0,"PIMP"
"66",0.439024390243902,0.72,0.312,82,"AUCRF"
"67",0.186666666666667,0.84,0.312,225,"Perm"
"68",0.785714285714286,0.44,0.326,28,"EFS"
"69",0.428571428571429,0.66,0.352,77,"RFE"
"70",0.475409836065574,0.58,0.304,61,"Vita"
"71",1,0.2,0.342,10,"binomialRF"
"72",0.9375,0.3,0.348,16,"VSURF"
"73",1,0.16,0.39,8,"Boruta"
"74",0.697674418604651,0.6,0.31,43,"VarSelRF"
"75",NA,0,0.38,0,"PIMP"
"76",0.48780487804878,0.8,0.254,82,"AUCRF"
"77",0.202764976958525,0.88,0.306,217,"Perm"
"78",0.810810810810811,0.6,0.258,37,"EFS"
"79",0.458333333333333,0.66,0.274,72,"RFE"
"80",0.452054794520548,0.66,0.298,73,"Vita"
"81",0.909090909090909,0.2,0.382,11,"binomialRF"
"82",0.857142857142857,0.24,0.354,14,"VSURF"
"83",0.909090909090909,0.2,0.372,11,"Boruta"
"84",0.537037037037037,0.58,0.302,54,"VarSelRF"
"85",NA,0,0.342,0,"PIMP"
"86",0.451219512195122,0.74,0.292,82,"AUCRF"
"87",0.22,0.88,0.302,200,"Perm"
"88",0.763157894736842,0.58,0.298,38,"EFS"
"89",0.455882352941176,0.62,0.332,68,"RFE"
"90",0.446153846153846,0.58,0.302,65,"Vita"
"91",0.923076923076923,0.24,0.328,13,"binomialRF"
"92",0.818181818181818,0.18,0.406,11,"VSURF"
"93",0.9,0.18,0.332,10,"Boruta"
"94",0.537037037037037,0.58,0.3,54,"VarSelRF"
"95",NA,0,0.352,0,"PIMP"
"96",0.647058823529412,0.66,0.29,51,"AUCRF"
"97",0.199115044247788,0.9,0.302,226,"Perm"
"98",0.714285714285714,0.6,0.292,42,"EFS"
"99",0.486486486486487,0.72,0.288,74,"RFE"
"100",0.517241379310345,0.6,0.302,58,"Vita"
"101",1,0.22,0.362,11,"binomialRF"
"102",1,0.32,0.328,16,"VSURF"
"103",1,0.2,0.364,10,"Boruta"
"104",0.522388059701492,0.7,0.284,67,"VarSelRF"
"105",NA,0,0.322,0,"PIMP"
"106",0.325581395348837,0.84,0.296,129,"AUCRF"
"107",0.224390243902439,0.92,0.29,205,"Perm"
"108",0.777777777777778,0.7,0.264,45,"EFS"
"109",0.432835820895522,0.58,0.312,67,"RFE"
"110",0.514285714285714,0.72,0.29,70,"Vita"
"111",1,0.2,0.438,10,"binomialRF"
"112",0.833333333333333,0.1,0.47,6,"VSURF"
"113",1,0.26,0.4,13,"Boruta"
"114",0.925925925925926,0.5,0.32,27,"VarSelRF"
"115",0.5,0.02,0.482,2,"PIMP"
"116",0.666666666666667,0.68,0.314,51,"AUCRF"
"117",0.193236714975845,0.8,0.35,207,"Perm"
"118",0.823529411764706,0.56,0.31,34,"EFS"
"119",0.515625,0.66,0.302,64,"RFE"
"120",0.5,0.58,0.328,58,"Vita"
"121",0.916666666666667,0.22,0.374,12,"binomialRF"
"122",0.933333333333333,0.28,0.344,15,"VSURF"
