"","Precision","Recall","TestError","ModelSize","Model"
"1",1,0.24,0.348,6,"binomialRF"
"2",0.95,0.76,0.222,20,"VSURF"
"3",0.941176470588235,0.64,0.258,17,"Boruta"
"4",0.884615384615385,0.92,0.2,26,"VarSelRF"
"5",NA,0,0.21,0,"PIMP"
"6",0.5,1,0.238,50,"AUCRF"
"7",0.821428571428571,0.92,0.204,28,"Perm"
"8",0.923076923076923,0.96,0.196,26,"EFS"
"9",1,0.72,0.248,18,"RFE"
"10",0.793103448275862,0.92,0.218,29,"Vita"
"11",1,0.28,0.33,7,"binomialRF"
"12",1,0.44,0.278,11,"VSURF"
"13",1,0.52,0.24,13,"Boruta"
"14",0.727272727272727,0.96,0.202,33,"VarSelRF"
"15",NA,0,0.252,0,"PIMP"
"16",0.641025641025641,1,0.206,39,"AUCRF"
"17",0.696969696969697,0.92,0.21,33,"Perm"
"18",1,0.96,0.154,24,"EFS"
"19",0.944444444444444,0.68,0.242,18,"RFE"
"20",0.741935483870968,0.92,0.218,31,"Vita"
"21",1,0.32,0.314,8,"binomialRF"
"22",0.944444444444444,0.68,0.224,18,"VSURF"
"23",1,0.6,0.224,15,"Boruta"
"24",0.952380952380952,0.8,0.21,21,"VarSelRF"
"25",NA,0,0.178,0,"PIMP"
"26",0.741935483870968,0.92,0.17,31,"AUCRF"
"27",0.758620689655172,0.88,0.188,29,"Perm"
"28",1,0.92,0.174,23,"EFS"
"29",1,0.6,0.24,15,"RFE"
"30",0.703703703703704,0.76,0.202,27,"Vita"
"31",1,0.16,0.446,4,"binomialRF"
"32",0.909090909090909,0.4,0.322,11,"VSURF"
"33",0.923076923076923,0.48,0.338,13,"Boruta"
"34",0.923076923076923,0.96,0.25,26,"VarSelRF"
"35",NA,0,0.282,0,"PIMP"
"36",0.774193548387097,0.96,0.236,31,"AUCRF"
"37",0.833333333333333,1,0.228,30,"Perm"
"38",1,0.92,0.242,23,"EFS"
"39",1,0.76,0.258,19,"RFE"
"40",0.705882352941177,0.96,0.26,34,"Vita"
"41",1,0.36,0.344,9,"binomialRF"
"42",1,0.68,0.256,17,"VSURF"
"43",1,0.68,0.282,17,"Boruta"
"44",0.884615384615385,0.92,0.222,26,"VarSelRF"
"45",NA,0,0.22,0,"PIMP"
"46",0.5,1,0.238,50,"AUCRF"
"47",0.709677419354839,0.88,0.244,31,"Perm"
"48",0.96,0.96,0.228,25,"EFS"
"49",1,0.72,0.266,18,"RFE"
"50",0.727272727272727,0.96,0.216,33,"Vita"
"51",1,0.28,0.374,7,"binomialRF"
"52",1,0.64,0.278,16,"VSURF"
"53",1,0.48,0.306,12,"Boruta"
"54",0.846153846153846,0.88,0.248,26,"VarSelRF"
"55",0,0,0.24,1,"PIMP"
"56",0.774193548387097,0.96,0.236,31,"AUCRF"
"57",0.676470588235294,0.92,0.246,34,"Perm"
"58",0.96,0.96,0.224,25,"EFS"
"59",0.941176470588235,0.64,0.308,17,"RFE"
"60",0.685714285714286,0.96,0.238,35,"Vita"
"61",1,0.28,0.354,7,"binomialRF"
"62",1,0.48,0.306,12,"VSURF"
"63",1,0.68,0.256,17,"Boruta"
"64",0.696969696969697,0.92,0.234,33,"VarSelRF"
"65",0.5,0.04,0.484,2,"PIMP"
"66",0.641025641025641,1,0.21,39,"AUCRF"
"67",0.888888888888889,0.96,0.204,27,"Perm"
"68",1,0.96,0.21,24,"EFS"
"69",0.894736842105263,0.68,0.238,19,"RFE"
