"","Precision","Recall","TestError","ModelSize","Model"
"52",0.818181818181818,0.09,0.444,11,"VSURF"
"53",0.8,0.04,0.46,5,"Boruta"
"54",0.62962962962963,0.34,0.382,54,"VarSelRF"
"55",0,0,0.524,2,"PIMP"
"56",0.465116279069767,0.6,0.332,129,"AUCRF"
"57",0.333333333333333,0.77,0.308,231,"Perm"
"58",0.632911392405063,0.5,0.392,79,"EFS"
"59",0.552941176470588,0.47,0.366,85,"RFE"
"60",0.541666666666667,0.39,0.35,72,"Vita"
"61",0.75,0.06,0.454,8,"binomialRF"
"62",0.833333333333333,0.2,0.436,24,"VSURF"
"63",0.714285714285714,0.05,0.496,7,"Boruta"
"64",0.651162790697674,0.28,0.392,43,"VarSelRF"
"65",NA,0,0.382,0,"PIMP"
"66",0.403100775193798,0.52,0.392,129,"AUCRF"
"67",0.307692307692308,0.68,0.344,221,"Perm"
"68",0.66,0.33,0.398,50,"EFS"
"69",0.523809523809524,0.44,0.358,84,"RFE"
"70",0.487179487179487,0.38,0.384,78,"Vita"
"71",0.928571428571429,0.13,0.422,14,"binomialRF"
"72",0.777777777777778,0.07,0.484,9,"VSURF"
"73",1,0.02,0.516,2,"Boruta"
"74",0.604651162790698,0.26,0.398,43,"VarSelRF"
"75",0,0,0.37,1,"PIMP"
"76",0.504854368932039,0.52,0.354,103,"AUCRF"
"77",0.311111111111111,0.7,0.384,225,"Perm"
"78",0.671641791044776,0.45,0.376,67,"EFS"
"79",0.5875,0.47,0.356,80,"RFE"
"80",0.640625,0.41,0.376,64,"Vita"
"81",0.928571428571429,0.13,0.418,14,"binomialRF"
"82",0.8125,0.13,0.428,16,"VSURF"
"83",0.857142857142857,0.06,0.444,7,"Boruta"
"84",0.555555555555556,0.3,0.376,54,"VarSelRF"
"85",NA,0,0.352,0,"PIMP"
"86",0.51219512195122,0.42,0.342,82,"AUCRF"
"87",0.281632653061224,0.69,0.362,245,"Perm"
"88",0.714285714285714,0.35,0.368,49,"EFS"
"89",0.466666666666667,0.35,0.39,75,"RFE"
"90",0.645833333333333,0.31,0.382,48,"Vita"
"91",0.8,0.12,0.396,15,"binomialRF"
"92",0.9,0.09,0.384,10,"VSURF"
"93",0.714285714285714,0.05,0.402,7,"Boruta"
"94",0.772727272727273,0.17,0.374,22,"VarSelRF"
"95",NA,0,0.434,0,"PIMP"
"96",0.621951219512195,0.51,0.334,82,"AUCRF"
"97",0.309090909090909,0.68,0.36,220,"Perm"
"98",0.773584905660377,0.41,0.33,53,"EFS"
"99",0.641025641025641,0.5,0.334,78,"RFE"
"100",0.60377358490566,0.32,0.344,53,"Vita"
"101",1,0.12,0.4,12,"binomialRF"
"102",0.857142857142857,0.12,0.448,14,"VSURF"
"103",1,0.04,0.452,4,"Boruta"
"104",0.697674418604651,0.3,0.408,43,"VarSelRF"
"105",NA,0,0.41,0,"PIMP"
"106",0.536585365853659,0.44,0.396,82,"AUCRF"
"107",0.307692307692308,0.72,0.392,234,"Perm"
"108",0.621212121212121,0.41,0.348,66,"EFS"
"109",0.636363636363636,0.49,0.366,77,"RFE"
"110",0.529411764705882,0.36,0.42,68,"Vita"
"111",1,0.07,0.424,7,"binomialRF"
"112",0.461538461538462,0.06,0.426,13,"VSURF"
"113",1,0.02,0.454,2,"Boruta"
"114",0.555555555555556,0.3,0.4,54,"VarSelRF"
"115",NA,0,0.364,0,"PIMP"
"116",0.573170731707317,0.47,0.332,82,"AUCRF"
"117",0.337899543378995,0.74,0.336,219,"Perm"
"118",0.594936708860759,0.47,0.32,79,"EFS"
"119",0.55952380952381,0.47,0.348,84,"RFE"
"120",0.586206896551724,0.34,0.356,58,"Vita"
"121",0.75,0.06,0.424,8,"binomialRF"
"122",0.727272727272727,0.08,0.42,11,"VSURF"
"123",0.8,0.04,0.44,5,"Boruta"
"124",0.592592592592593,0.32,0.37,54,"VarSelRF"
"125",NA,0,0.41,0,"PIMP"
"126",0.475728155339806,0.49,0.35,103,"AUCRF"
"127",0.271929824561404,0.62,0.37,228,"Perm"
"128",0.660377358490566,0.35,0.356,53,"EFS"
"129",0.565789473684211,0.43,0.358,76,"RFE"
"130",0.461538461538462,0.3,0.388,65,"Vita"
"131",0.916666666666667,0.11,0.372,12,"binomialRF"
"132",0.875,0.07,0.4,8,"VSURF"
"133",0.875,0.07,0.448,8,"Boruta"
"134",0.611111111111111,0.33,0.35,54,"VarSelRF"
"135",NA,0,0.378,0,"PIMP"
"136",0.456310679611651,0.47,0.316,103,"AUCRF"
"137",0.277777777777778,0.6,0.318,216,"Perm"
"138",0.644067796610169,0.38,0.312,59,"EFS"
"139",0.584415584415584,0.45,0.328,77,"RFE"
"140",0.530612244897959,0.26,0.348,49,"Vita"
"141",0.777777777777778,0.07,0.428,9,"binomialRF"
"142",0.769230769230769,0.1,0.42,13,"VSURF"
"143",0.8,0.04,0.472,5,"Boruta"
"144",0.611111111111111,0.33,0.386,54,"VarSelRF"
"145",0,0,0.362,1,"PIMP"
"146",0.597560975609756,0.49,0.378,82,"AUCRF"
"147",0.293333333333333,0.66,0.374,225,"Perm"
"148",0.75,0.36,0.39,48,"EFS"
"149",0.532467532467532,0.41,0.374,77,"RFE"
"150",0.591549295774648,0.42,0.382,71,"Vita"
"151",1,0.07,0.442,7,"binomialRF"
"152",1,0.06,0.456,6,"VSURF"
"153",1,0.06,0.434,6,"Boruta"
"154",0.656716417910448,0.44,0.326,67,"VarSelRF"
"155",NA,0,0.412,0,"PIMP"
"156",0.609756097560976,0.5,0.354,82,"AUCRF"
"157",0.31304347826087,0.72,0.382,230,"Perm"
"158",0.75,0.36,0.354,48,"EFS"
"159",0.606741573033708,0.54,0.336,89,"RFE"
"160",0.634920634920635,0.4,0.334,63,"Vita"
"161",0.777777777777778,0.07,0.5,9,"binomialRF"
"162",0.714285714285714,0.1,0.432,14,"VSURF"
"163",0.6,0.03,0.518,5,"Boruta"
"164",0.648148148148148,0.35,0.396,54,"VarSelRF"
"165",0,0,0.408,1,"PIMP"
"166",0.466019417475728,0.48,0.4,103,"AUCRF"
"167",0.316964285714286,0.71,0.386,224,"Perm"
"168",0.75609756097561,0.31,0.412,41,"EFS"
"169",0.585365853658537,0.48,0.382,82,"RFE"
"170",0.549019607843137,0.28,0.436,51,"Vita"
"171",1,0.1,0.404,10,"binomialRF"
"172",0.8,0.08,0.43,10,"VSURF"
"173",1,0.1,0.4,10,"Boruta"
"174",0.476190476190476,0.4,0.338,84,"VarSelRF"
"175",0,0,0.334,1,"PIMP"
"176",0.705882352941177,0.36,0.326,51,"AUCRF"
"177",0.306976744186047,0.66,0.32,215,"Perm"
"178",0.711864406779661,0.42,0.326,59,"EFS"
"179",0.589041095890411,0.43,0.328,73,"RFE"
"180",0.552238805970149,0.37,0.326,67,"Vita"
"181",0.75,0.09,0.42,12,"binomialRF"
"182",0.705882352941177,0.12,0.434,17,"VSURF"
"183",0.666666666666667,0.02,0.478,3,"Boruta"
"184",0.627906976744186,0.27,0.378,43,"VarSelRF"
"185",NA,0,0.378,0,"PIMP"
"186",0.427184466019417,0.44,0.39,103,"AUCRF"
"187",0.28936170212766,0.68,0.378,235,"Perm"
"188",0.630434782608696,0.29,0.412,46,"EFS"
"189",0.48780487804878,0.4,0.364,82,"RFE"
"190",0.423728813559322,0.25,0.408,59,"Vita"
"191",0.8,0.08,0.436,10,"binomialRF"
"192",0.727272727272727,0.08,0.44,11,"VSURF"
"193",1,0.05,0.468,5,"Boruta"
"194",0.604651162790698,0.26,0.394,43,"VarSelRF"
"195",NA,0,0.422,0,"PIMP"
"196",0.549019607843137,0.28,0.37,51,"AUCRF"
"197",0.258333333333333,0.62,0.364,240,"Perm"
"198",0.636363636363636,0.35,0.356,55,"EFS"
"199",0.6,0.45,0.384,75,"RFE"
"200",0.514285714285714,0.36,0.392,70,"Vita"
"201",0.75,0.06,0.434,8,"binomialRF"
"202",0.666666666666667,0.06,0.462,9,"VSURF"
"203",0.8,0.04,0.452,5,"Boruta"
"204",0.592592592592593,0.32,0.41,54,"VarSelRF"
"205",0.333333333333333,0.01,0.502,3,"PIMP"
"206",0.675,0.27,0.386,40,"AUCRF"
"207",0.273504273504274,0.64,0.368,234,"Perm"
"208",0.716981132075472,0.38,0.376,53,"EFS"
"209",0.493827160493827,0.4,0.38,81,"RFE"
"210",0.529411764705882,0.27,0.402,51,"Vita"
"211",0.888888888888889,0.08,0.414,9,"binomialRF"
"212",0.866666666666667,0.13,0.396,15,"VSURF"
"213",1,0.04,0.442,4,"Boruta"
"214",0.507462686567164,0.34,0.358,67,"VarSelRF"
"215",NA,0,0.342,0,"PIMP"
"216",0.536585365853659,0.44,0.294,82,"AUCRF"
"217",0.318385650224215,0.71,0.294,223,"Perm"
"218",0.617021276595745,0.29,0.37,47,"EFS"
"219",0.5625,0.45,0.316,80,"RFE"
"220",0.615384615384615,0.32,0.348,52,"Vita"
"221",0.846153846153846,0.11,0.444,13,"binomialRF"
"222",0.833333333333333,0.1,0.418,12,"VSURF"
"223",0.857142857142857,0.06,0.45,7,"Boruta"
"224",0.627906976744186,0.27,0.358,43,"VarSelRF"
"225",NA,0,0.372,0,"PIMP"
"226",0.646153846153846,0.42,0.342,65,"AUCRF"
"227",0.324444444444444,0.73,0.33,225,"Perm"
"228",0.7,0.42,0.344,60,"EFS"
"229",0.585365853658537,0.48,0.336,82,"RFE"
"230",0.590163934426229,0.36,0.382,61,"Vita"
"231",0.9,0.09,0.382,10,"binomialRF"
"232",0.714285714285714,0.1,0.416,14,"VSURF"
"233",1,0.04,0.448,4,"Boruta"
"234",0.476190476190476,0.4,0.33,84,"VarSelRF"
"235",NA,0,0.448,0,"PIMP"
"236",0.495145631067961,0.51,0.33,103,"AUCRF"
"237",0.303030303030303,0.7,0.364,231,"Perm"
"238",0.617021276595745,0.29,0.37,47,"EFS"
"239",0.573333333333333,0.43,0.336,75,"RFE"
"240",0.575757575757576,0.38,0.342,66,"Vita"
"241",0.9,0.09,0.442,10,"binomialRF"
"242",0.866666666666667,0.13,0.39,15,"VSURF"
"243",1,0.06,0.442,6,"Boruta"
"244",0.5,0.42,0.344,84,"VarSelRF"
"245",NA,0,0.356,0,"PIMP"
"246",0.692307692307692,0.45,0.332,65,"AUCRF"
"247",0.31981981981982,0.71,0.344,222,"Perm"
"248",0.764705882352941,0.39,0.354,51,"EFS"
"249",0.556962025316456,0.44,0.342,79,"RFE"
"250",0.5,0.31,0.358,62,"Vita"
"251",0.9,0.09,0.392,10,"binomialRF"
"252",0.857142857142857,0.06,0.436,7,"VSURF"
"253",1,0.07,0.458,7,"Boruta"
"254",0.492537313432836,0.33,0.356,67,"VarSelRF"
"255",NA,0,0.338,0,"PIMP"
"256",0.418604651162791,0.54,0.314,129,"AUCRF"
"257",0.32258064516129,0.7,0.294,217,"Perm"
"258",0.84375,0.27,0.34,32,"EFS"
"259",0.486486486486487,0.36,0.368,74,"RFE"
"260",0.53448275862069,0.31,0.346,58,"Vita"
"261",0.916666666666667,0.11,0.426,12,"binomialRF"
"262",0.6,0.09,0.432,15,"VSURF"
"263",0.888888888888889,0.08,0.436,9,"Boruta"
"264",0.523809523809524,0.44,0.352,84,"VarSelRF"
"265",NA,0,0.362,0,"PIMP"
"266",0.495145631067961,0.51,0.348,103,"AUCRF"
"267",0.309417040358744,0.69,0.352,223,"Perm"
"268",0.627450980392157,0.32,0.38,51,"EFS"
"269",0.633802816901408,0.45,0.34,71,"RFE"
"270",0.55421686746988,0.46,0.326,83,"Vita"
"271",0.714285714285714,0.1,0.426,14,"binomialRF"
"272",0.769230769230769,0.1,0.472,13,"VSURF"
"273",0.888888888888889,0.08,0.428,9,"Boruta"
"274",0.617647058823529,0.21,0.374,34,"VarSelRF"
"275",NA,0,0.414,0,"PIMP"
"276",0.666666666666667,0.34,0.342,51,"AUCRF"
"277",0.298245614035088,0.68,0.356,228,"Perm"
"278",0.695652173913043,0.32,0.38,46,"EFS"
"279",0.487179487179487,0.38,0.388,78,"RFE"
"280",0.553571428571429,0.31,0.38,56,"Vita"
"281",0.923076923076923,0.12,0.438,13,"binomialRF"
"282",1,0.18,0.396,18,"VSURF"
"283",1,0.08,0.46,8,"Boruta"
"284",0.759259259259259,0.41,0.338,54,"VarSelRF"
"285",NA,0,0.366,0,"PIMP"
"286",0.764705882352941,0.39,0.332,51,"AUCRF"
"287",0.305676855895196,0.7,0.344,229,"Perm"
"288",0.684210526315789,0.52,0.33,76,"EFS"
"289",0.621621621621622,0.46,0.332,74,"RFE"
"290",0.528571428571429,0.37,0.374,70,"Vita"
"291",0.75,0.09,0.446,12,"binomialRF"
"292",0.642857142857143,0.09,0.486,14,"VSURF"
"293",0.714285714285714,0.05,0.464,7,"Boruta"
"294",0.571428571428571,0.48,0.338,84,"VarSelRF"
"295",1,0.01,0.396,1,"PIMP"
"296",0.441860465116279,0.57,0.324,129,"AUCRF"
"297",0.284444444444444,0.64,0.35,225,"Perm"
"298",0.775510204081633,0.38,0.328,49,"EFS"
"299",0.538461538461538,0.42,0.37,78,"RFE"
"300",0.549295774647887,0.39,0.34,71,"Vita"
"301",0.857142857142857,0.12,0.434,14,"binomialRF"
"302",0.75,0.12,0.402,16,"VSURF"
"303",0.75,0.06,0.43,8,"Boruta"
"304",0.592592592592593,0.32,0.396,54,"VarSelRF"
"305",NA,0,0.36,0,"PIMP"
"306",0.524390243902439,0.43,0.364,82,"AUCRF"
"307",0.282926829268293,0.58,0.384,205,"Perm"
"308",0.609375,0.39,0.39,64,"EFS"
"309",0.518987341772152,0.41,0.358,79,"RFE"
"310",0.468354430379747,0.37,0.396,79,"Vita"
"311",1,0.07,0.428,7,"binomialRF"
"312",0.866666666666667,0.13,0.4,15,"VSURF"
"313",1,0.06,0.452,6,"Boruta"
"314",0.611940298507463,0.41,0.328,67,"VarSelRF"
"315",0,0,0.358,1,"PIMP"
"316",0.573170731707317,0.47,0.348,82,"AUCRF"
"317",0.330396475770925,0.75,0.348,227,"Perm"
"318",0.727272727272727,0.32,0.366,44,"EFS"
"319",0.594936708860759,0.47,0.346,79,"RFE"
"320",0.596153846153846,0.31,0.374,52,"Vita"
"321",0.923076923076923,0.12,0.412,13,"binomialRF"
"322",0.764705882352941,0.13,0.404,17,"VSURF"
"323",0.833333333333333,0.05,0.454,6,"Boruta"
"324",0.744186046511628,0.32,0.384,43,"VarSelRF"
"325",0,0,0.528,2,"PIMP"
"326",0.495145631067961,0.51,0.368,103,"AUCRF"
"327",0.330143540669856,0.69,0.368,209,"Perm"
"328",0.738095238095238,0.31,0.376,42,"EFS"
"329",0.558441558441558,0.43,0.372,77,"RFE"
"330",0.608695652173913,0.42,0.364,69,"Vita"
"331",0.846153846153846,0.11,0.412,13,"binomialRF"
"332",0.933333333333333,0.14,0.408,15,"VSURF"
"333",0.75,0.03,0.516,4,"Boruta"
"334",0.685185185185185,0.37,0.36,54,"VarSelRF"
"335",0,0,0.494,2,"PIMP"
"336",0.676923076923077,0.44,0.344,65,"AUCRF"
"337",0.323144104803493,0.74,0.348,229,"Perm"
"338",0.711864406779661,0.42,0.33,59,"EFS"
"339",0.584415584415584,0.45,0.39,77,"RFE"
"340",0.578125,0.37,0.376,64,"Vita"
"341",0.916666666666667,0.11,0.408,12,"binomialRF"
"342",0.944444444444444,0.17,0.388,18,"VSURF"
"343",0.818181818181818,0.09,0.432,11,"Boruta"
"344",0.697674418604651,0.3,0.378,43,"VarSelRF"
"345",NA,0,0.376,0,"PIMP"
"346",0.573170731707317,0.47,0.352,82,"AUCRF"
"347",0.305164319248826,0.65,0.362,213,"Perm"
"348",0.701492537313433,0.47,0.334,67,"EFS"
"349",0.608108108108108,0.45,0.344,74,"RFE"
"350",0.584615384615385,0.38,0.382,65,"Vita"
"351",0.916666666666667,0.11,0.428,12,"binomialRF"
"352",1,0.1,0.432,10,"VSURF"
"353",1,0.08,0.434,8,"Boruta"
"354",0.666666666666667,0.36,0.362,54,"VarSelRF"
"355",0.333333333333333,0.01,0.496,3,"PIMP"
"356",0.6,0.39,0.368,65,"AUCRF"
"357",0.309090909090909,0.68,0.328,220,"Perm"
"358",0.705128205128205,0.55,0.318,78,"EFS"
"359",0.597402597402597,0.46,0.364,77,"RFE"
"360",0.583333333333333,0.35,0.37,60,"Vita"
"361",0.818181818181818,0.09,0.438,11,"binomialRF"
"362",0.785714285714286,0.11,0.41,14,"VSURF"
"363",0.857142857142857,0.06,0.428,7,"Boruta"
"364",0.666666666666667,0.36,0.358,54,"VarSelRF"
"365",NA,0,0.33,0,"PIMP"
"366",0.597560975609756,0.49,0.308,82,"AUCRF"
"367",0.304347826086957,0.7,0.302,230,"Perm"
"368",0.704918032786885,0.43,0.302,61,"EFS"
"369",0.538461538461538,0.42,0.352,78,"RFE"
"370",0.603448275862069,0.35,0.326,58,"Vita"
"371",1,0.09,0.436,9,"binomialRF"
"372",0.916666666666667,0.11,0.456,12,"VSURF"
"373",0.888888888888889,0.08,0.478,9,"Boruta"
"374",0.666666666666667,0.36,0.404,54,"VarSelRF"
"375",1,0.02,0.532,2,"PIMP"
"376",0.585365853658537,0.48,0.39,82,"AUCRF"
"377",0.370558375634518,0.73,0.39,197,"Perm"
"378",0.731707317073171,0.3,0.404,41,"EFS"
"379",0.552631578947368,0.42,0.424,76,"RFE"
"380",0.569230769230769,0.37,0.396,65,"Vita"
"381",0.6,0.06,0.47,10,"binomialRF"
"382",0.684210526315789,0.13,0.432,19,"VSURF"
"383",0.666666666666667,0.04,0.46,6,"Boruta"
"384",0.685185185185185,0.37,0.39,54,"VarSelRF"
"385",0,0,0.398,1,"PIMP"
"386",0.536585365853659,0.44,0.376,82,"AUCRF"
"387",0.309734513274336,0.7,0.366,226,"Perm"
"388",0.645161290322581,0.4,0.372,62,"EFS"
"389",0.548780487804878,0.45,0.356,82,"RFE"
"390",0.534090909090909,0.47,0.362,88,"Vita"
"391",0.785714285714286,0.11,0.408,14,"binomialRF"
"392",0.636363636363636,0.07,0.468,11,"VSURF"
"393",0.666666666666667,0.04,0.488,6,"Boruta"
"394",0.592592592592593,0.32,0.36,54,"VarSelRF"
"395",NA,0,0.382,0,"PIMP"
"396",0.548780487804878,0.45,0.34,82,"AUCRF"
"397",0.283898305084746,0.67,0.35,236,"Perm"
"398",0.608695652173913,0.42,0.338,69,"EFS"
"399",0.523809523809524,0.44,0.354,84,"RFE"
"400",0.490566037735849,0.26,0.39,53,"Vita"
"401",1,0.14,0.39,14,"binomialRF"
"402",1,0.16,0.394,16,"VSURF"
"403",1,0.13,0.394,13,"Boruta"
"404",0.823529411764706,0.28,0.34,34,"VarSelRF"
"405",NA,0,0.382,0,"PIMP"
"406",0.524271844660194,0.54,0.316,103,"AUCRF"
"407",0.316279069767442,0.68,0.356,215,"Perm"
"408",0.701754385964912,0.4,0.332,57,"EFS"
"409",0.643835616438356,0.47,0.344,73,"RFE"
"410",0.630769230769231,0.41,0.384,65,"Vita"
"411",0.9,0.09,0.442,10,"binomialRF"
"412",0.8,0.12,0.394,15,"VSURF"
"413",0.8,0.04,0.448,5,"Boruta"
"414",0.428571428571429,0.45,0.33,105,"VarSelRF"
"415",0,0,0.514,2,"PIMP"
"416",0.426356589147287,0.55,0.326,129,"AUCRF"
"417",0.325581395348837,0.7,0.346,215,"Perm"
"418",0.606060606060606,0.4,0.306,66,"EFS"
"419",0.588235294117647,0.5,0.336,85,"RFE"
"420",0.441176470588235,0.3,0.368,68,"Vita"
"421",1,0.12,0.39,12,"binomialRF"
"422",1,0.12,0.39,12,"VSURF"
"423",1,0.08,0.4,8,"Boruta"
"424",0.656716417910448,0.44,0.31,67,"VarSelRF"
"425",0,0,0.52,2,"PIMP"
"426",0.495145631067961,0.51,0.346,103,"AUCRF"
"427",0.338095238095238,0.71,0.346,210,"Perm"
"428",0.775510204081633,0.38,0.348,49,"EFS"
"429",0.554054054054054,0.41,0.35,74,"RFE"
"430",0.545454545454545,0.36,0.358,66,"Vita"
"431",0.857142857142857,0.06,0.464,7,"binomialRF"
"432",0.714285714285714,0.1,0.442,14,"VSURF"
"433",0.833333333333333,0.05,0.478,6,"Boruta"
"434",0.735294117647059,0.25,0.388,34,"VarSelRF"
"435",NA,0,0.408,0,"PIMP"
"436",0.495145631067961,0.51,0.39,103,"AUCRF"
"437",0.31063829787234,0.73,0.38,235,"Perm"
"438",0.71875,0.23,0.41,32,"EFS"
"439",0.588235294117647,0.5,0.352,85,"RFE"
"440",0.551020408163265,0.27,0.414,49,"Vita"
"441",0.9,0.09,0.446,10,"binomialRF"
"442",0.722222222222222,0.13,0.426,18,"VSURF"
"443",0.9,0.09,0.454,10,"Boruta"
"444",0.735294117647059,0.25,0.39,34,"VarSelRF"
"445",0,0,0.44,1,"PIMP"
"446",0.6,0.39,0.382,65,"AUCRF"
"447",0.319047619047619,0.67,0.398,210,"Perm"
"448",0.828571428571429,0.29,0.398,35,"EFS"
"449",0.573529411764706,0.39,0.396,68,"RFE"
"450",0.588235294117647,0.4,0.394,68,"Vita"
"451",0.8,0.08,0.444,10,"binomialRF"
"452",0.625,0.1,0.426,16,"VSURF"
"453",1,0.05,0.474,5,"Boruta"
"454",0.537037037037037,0.29,0.38,54,"VarSelRF"
"455",0,0,0.43,1,"PIMP"
"456",0.536585365853659,0.44,0.35,82,"AUCRF"
"457",0.308333333333333,0.74,0.378,240,"Perm"
"458",0.676923076923077,0.44,0.328,65,"EFS"
"459",0.558441558441558,0.43,0.392,77,"RFE"
"460",0.566666666666667,0.34,0.368,60,"Vita"
"461",0.923076923076923,0.12,0.412,13,"binomialRF"
"462",0.863636363636364,0.19,0.396,22,"VSURF"
"463",1,0.07,0.434,7,"Boruta"
"464",0.62962962962963,0.34,0.406,54,"VarSelRF"
"465",0,0,0.374,1,"PIMP"
"466",0.661538461538462,0.43,0.36,65,"AUCRF"
"467",0.327102803738318,0.7,0.362,214,"Perm"
"468",0.676470588235294,0.46,0.352,68,"EFS"
"469",0.575,0.46,0.364,80,"RFE"
"470",0.566666666666667,0.34,0.402,60,"Vita"
"471",0.923076923076923,0.12,0.44,13,"binomialRF"
"472",0.909090909090909,0.1,0.436,11,"VSURF"
"473",1,0.08,0.432,8,"Boruta"
"474",0.522388059701492,0.35,0.376,67,"VarSelRF"
"475",NA,0,0.338,0,"PIMP"
"476",0.504854368932039,0.52,0.358,103,"AUCRF"
"477",0.310924369747899,0.74,0.37,238,"Perm"
"478",0.676470588235294,0.46,0.304,68,"EFS"
"479",0.566265060240964,0.47,0.326,83,"RFE"
"480",0.513157894736842,0.39,0.362,76,"Vita"
"481",0.727272727272727,0.08,0.426,11,"binomialRF"
"482",0.7,0.07,0.438,10,"VSURF"
"483",0.75,0.03,0.452,4,"Boruta"
"484",0.416666666666667,0.35,0.356,84,"VarSelRF"
"485",0,0,0.406,1,"PIMP"
"486",0.439024390243902,0.36,0.376,82,"AUCRF"
"487",0.282258064516129,0.7,0.364,248,"Perm"
"488",0.607142857142857,0.34,0.368,56,"EFS"
"489",0.523809523809524,0.44,0.356,84,"RFE"
"490",0.508196721311475,0.31,0.392,61,"Vita"
"491",0.7,0.07,0.424,10,"binomialRF"
"492",0.842105263157895,0.16,0.404,19,"VSURF"
"493",1,0.04,0.458,4,"Boruta"
"494",0.674418604651163,0.29,0.352,43,"VarSelRF"
"495",NA,0,0.364,0,"PIMP"
"496",0.584615384615385,0.38,0.336,65,"AUCRF"
"497",0.299065420560748,0.64,0.34,214,"Perm"
"498",0.623188405797101,0.43,0.33,69,"EFS"
"499",0.6125,0.49,0.324,80,"RFE"
"500",0.537037037037037,0.29,0.352,54,"Vita"
"501",1,0.11,0.414,11,"binomialRF"
"502",0.833333333333333,0.15,0.392,18,"VSURF"
"503",1,0.08,0.44,8,"Boruta"
"504",0.452380952380952,0.38,0.362,84,"VarSelRF"
"505",NA,0,0.38,0,"PIMP"
"506",0.507692307692308,0.33,0.366,65,"AUCRF"
"507",0.280373831775701,0.6,0.368,214,"Perm"
"508",0.704545454545455,0.31,0.372,44,"EFS"
"509",0.541666666666667,0.39,0.356,72,"RFE"
"510",0.542372881355932,0.32,0.35,59,"Vita"
"511",0.8,0.08,0.432,10,"binomialRF"
"512",0.764705882352941,0.13,0.436,17,"VSURF"
"513",0.666666666666667,0.04,0.482,6,"Boruta"
"514",0.447619047619048,0.47,0.378,105,"VarSelRF"
"515",NA,0,0.384,0,"PIMP"
"516",0.485436893203884,0.5,0.404,103,"AUCRF"
"517",0.334801762114537,0.76,0.366,227,"Perm"
"518",0.633333333333333,0.38,0.368,60,"EFS"
"519",0.523255813953488,0.45,0.368,86,"RFE"
"520",0.505747126436782,0.44,0.382,87,"Vita"
"521",1,0.07,0.428,7,"binomialRF"
"522",0.888888888888889,0.08,0.424,9,"VSURF"
"523",1,0.03,0.468,3,"Boruta"
"524",0.777777777777778,0.21,0.388,27,"VarSelRF"
"525",NA,0,0.42,0,"PIMP"
"526",0.456310679611651,0.47,0.368,103,"AUCRF"
"527",0.301724137931034,0.7,0.386,232,"Perm"
