"","Precision","Recall","TestError","ModelSize","Model"
"1",1,0.12,0.414,6,"binomialRF"
"2",0.933333333333333,0.28,0.376,15,"VSURF"
"3",1,0.12,0.394,6,"Boruta"
"4",0.518518518518518,0.56,0.346,54,"VarSelRF"
"5",0,0,0.442,1,"PIMP"
"6",0.463414634146341,0.76,0.322,82,"AUCRF"
"7",0.205240174672489,0.94,0.342,229,"Perm"
"8",0.791666666666667,0.38,0.332,24,"EFS"
"9",0.435897435897436,0.68,0.33,78,"RFE"
"10",0.577777777777778,0.52,0.336,45,"Vita"
"11",0.8,0.16,0.376,10,"binomialRF"
"12",0.8,0.24,0.372,15,"VSURF"
"13",1,0.22,0.362,11,"Boruta"
"14",0.627906976744186,0.54,0.324,43,"VarSelRF"
"15",NA,0,0.394,0,"PIMP"
"16",0.568627450980392,0.58,0.314,51,"AUCRF"
"17",0.204651162790698,0.88,0.302,215,"Perm"
"18",0.766666666666667,0.46,0.296,30,"EFS"
"19",0.471428571428571,0.66,0.268,70,"RFE"
"20",0.412698412698413,0.52,0.328,63,"Vita"
"21",0.9,0.18,0.41,10,"binomialRF"
"22",0.714285714285714,0.1,0.414,7,"VSURF"
"23",1,0.12,0.436,6,"Boruta"
"24",0.537037037037037,0.58,0.362,54,"VarSelRF"
"25",NA,0,0.364,0,"PIMP"
"26",0.368932038834951,0.76,0.32,103,"AUCRF"
"27",0.196172248803828,0.82,0.348,209,"Perm"
"28",0.578947368421053,0.66,0.306,57,"EFS"
"29",0.415584415584416,0.64,0.346,77,"RFE"
"30",0.41025641025641,0.64,0.342,78,"Vita"
"31",0.777777777777778,0.14,0.396,9,"binomialRF"
"32",0.769230769230769,0.2,0.408,13,"VSURF"
"33",0.818181818181818,0.18,0.412,11,"Boruta"
"34",0.647058823529412,0.44,0.342,34,"VarSelRF"
"35",NA,0,0.4,0,"PIMP"
"36",0.625,0.5,0.332,40,"AUCRF"
"37",0.201834862385321,0.88,0.348,218,"Perm"
"38",0.774193548387097,0.48,0.348,31,"EFS"
"39",0.538461538461538,0.7,0.296,65,"RFE"
"40",0.58695652173913,0.54,0.328,46,"Vita"
"41",1,0.22,0.364,11,"binomialRF"
"42",0.583333333333333,0.14,0.416,12,"VSURF"
"43",1,0.2,0.36,10,"Boruta"
"44",0.537037037037037,0.58,0.31,54,"VarSelRF"
"45",NA,0,0.394,0,"PIMP"
"46",0.588235294117647,0.6,0.288,51,"AUCRF"
"47",0.204651162790698,0.88,0.318,215,"Perm"
"48",0.60377358490566,0.64,0.3,53,"EFS"
"49",0.428571428571429,0.54,0.328,63,"RFE"
"50",0.378787878787879,0.5,0.334,66,"Vita"
"51",0.857142857142857,0.12,0.392,7,"binomialRF"
"52",1,0.02,0.412,1,"VSURF"
"53",0.857142857142857,0.12,0.38,7,"Boruta"
"54",0.558139534883721,0.48,0.3,43,"VarSelRF"
"55",NA,0,0.406,0,"PIMP"
"56",0.523076923076923,0.68,0.312,65,"AUCRF"
"57",0.192139737991266,0.88,0.3,229,"Perm"
"58",0.622641509433962,0.66,0.31,53,"EFS"
"59",0.434782608695652,0.6,0.332,69,"RFE"
"60",0.421875,0.54,0.332,64,"Vita"
"61",1,0.22,0.378,11,"binomialRF"
"62",0.916666666666667,0.22,0.408,12,"VSURF"
"63",0.888888888888889,0.16,0.452,9,"Boruta"
"64",0.764705882352941,0.52,0.316,34,"VarSelRF"
"65",NA,0,0.406,0,"PIMP"
"66",0.461538461538462,0.6,0.338,65,"AUCRF"
"67",0.19634703196347,0.86,0.32,219,"Perm"
"68",0.58,0.58,0.34,50,"EFS"
"69",0.455882352941176,0.62,0.326,68,"RFE"
"70",0.428571428571429,0.54,0.332,63,"Vita"
"71",0.833333333333333,0.2,0.386,12,"binomialRF"
"72",1,0.12,0.392,6,"VSURF"
"73",0.928571428571429,0.26,0.376,14,"Boruta"
"74",0.676470588235294,0.46,0.288,34,"VarSelRF"
"75",NA,0,0.418,0,"PIMP"
"76",0.359223300970874,0.74,0.302,103,"AUCRF"
"77",0.187793427230047,0.8,0.336,213,"Perm"
"78",0.774193548387097,0.48,0.316,31,"EFS"
"79",0.373134328358209,0.5,0.336,67,"RFE"
"80",0.473684210526316,0.36,0.362,38,"Vita"
"81",0.909090909090909,0.2,0.356,11,"binomialRF"
"82",0.866666666666667,0.26,0.334,15,"VSURF"
"83",0.916666666666667,0.22,0.358,12,"Boruta"
"84",0.404761904761905,0.68,0.31,84,"VarSelRF"
"85",NA,0,0.322,0,"PIMP"
"86",0.339805825242718,0.7,0.324,103,"AUCRF"
"87",0.211538461538462,0.88,0.316,208,"Perm"
"88",0.806451612903226,0.5,0.296,31,"EFS"
"89",0.397058823529412,0.54,0.348,68,"RFE"
"90",0.378378378378378,0.56,0.352,74,"Vita"
"91",1,0.18,0.412,9,"binomialRF"
"92",0.9375,0.3,0.334,16,"VSURF"
"93",1,0.26,0.364,13,"Boruta"
"94",0.604651162790698,0.52,0.292,43,"VarSelRF"
"95",NA,0,0.334,0,"PIMP"
"96",0.7,0.56,0.324,40,"AUCRF"
"97",0.19811320754717,0.84,0.304,212,"Perm"
"98",0.705882352941177,0.48,0.322,34,"EFS"
