"","Precision","Recall","TestError","ModelSize","Model"
"468",0.769230769230769,0.8,0.248,26,"EFS"
"469",0.0884353741496599,0.52,0.4,147,"RFE"
"470",0.231578947368421,0.88,0.3,95,"Vita"
"471",0.909090909090909,0.4,0.346,11,"binomialRF"
"472",0.863636363636364,0.76,0.256,22,"VSURF"
"473",0.916666666666667,0.44,0.33,12,"Boruta"
"474",0.514285714285714,0.72,0.3,35,"VarSelRF"
"475",NA,0,0.452,0,"PIMP"
"476",0.265060240963855,0.88,0.306,83,"AUCRF"
"477",0.0555555555555556,0.96,0.39,432,"Perm"
"478",0.866666666666667,0.52,0.298,15,"EFS"
"479",0.145038167938931,0.76,0.336,131,"RFE"
"480",0.211111111111111,0.76,0.334,90,"Vita"
"481",0.9,0.36,0.298,10,"binomialRF"
"482",0.894736842105263,0.68,0.226,19,"VSURF"
"483",1,0.4,0.306,10,"Boruta"
"484",0.477272727272727,0.84,0.224,44,"VarSelRF"
"485",NA,0,0.29,0,"PIMP"
"486",0.48780487804878,0.8,0.218,41,"AUCRF"
"487",0.0563380281690141,0.96,0.3,426,"Perm"
"488",0.947368421052632,0.72,0.218,19,"EFS"
"489",0.152671755725191,0.8,0.256,131,"RFE"
"490",0.222222222222222,0.8,0.256,90,"Vita"
"491",0.941176470588235,0.64,0.254,17,"binomialRF"
"492",0.923076923076923,0.48,0.286,13,"VSURF"
"493",0.846153846153846,0.44,0.312,13,"Boruta"
"494",0.5,0.88,0.246,44,"VarSelRF"
"495",0,0,0.32,1,"PIMP"
"496",0.480769230769231,1,0.216,52,"AUCRF"
"497",0.0595238095238095,1,0.306,420,"Perm"
"498",0.757575757575758,1,0.188,33,"EFS"
"499",0.161290322580645,0.8,0.28,124,"RFE"
"500",0.301369863013699,0.88,0.276,73,"Vita"
"501",1,0.52,0.27,13,"binomialRF"
"502",0.923076923076923,0.48,0.308,13,"VSURF"
"503",1,0.4,0.33,10,"Boruta"
"504",0.477272727272727,0.84,0.276,44,"VarSelRF"
"505",NA,0,0.424,0,"PIMP"
"506",0.348484848484849,0.92,0.27,66,"AUCRF"
"507",0.0546697038724374,0.96,0.356,439,"Perm"
"508",0.68,0.68,0.286,25,"EFS"
"509",0.147887323943662,0.84,0.294,142,"RFE"
"510",0.222222222222222,0.96,0.264,108,"Vita"
"511",0.888888888888889,0.32,0.328,9,"binomialRF"
"512",1,0.44,0.324,11,"VSURF"
"513",1,0.44,0.304,11,"Boruta"
"514",0.722222222222222,0.52,0.348,18,"VarSelRF"
"515",NA,0,0.5,0,"PIMP"
"516",0.46875,0.6,0.348,32,"AUCRF"
"517",0.0491452991452991,0.92,0.466,468,"Perm"
"518",1,0.52,0.318,13,"EFS"
"519",0.152,0.76,0.408,125,"RFE"
"520",0.253521126760563,0.72,0.362,71,"Vita"
"521",0.923076923076923,0.48,0.294,13,"binomialRF"
"522",0.9,0.36,0.328,10,"VSURF"
"523",1,0.36,0.346,9,"Boruta"
"524",0.772727272727273,0.68,0.232,22,"VarSelRF"
"525",0,0,0.444,1,"PIMP"
"526",0.536585365853659,0.88,0.218,41,"AUCRF"
"527",0.0536480686695279,1,0.374,466,"Perm"
"528",0.777777777777778,0.84,0.236,27,"EFS"
"529",0.151515151515152,0.8,0.316,132,"RFE"
"530",0.28,0.84,0.26,75,"Vita"
