"","Precision","Recall","TestError","ModelSize","Model"
"1","0.416666666666667","0.05","0.434","12","binomialRF"
"2","0.363636363636364","0.04","0.438","11","VSURF"
"3","0.333333333333333","0.01","0.482","3","Boruta"
"4","0.363636363636364","0.2","0.386","55","VarSelRF"
"5","0","0","0.514","2","PIMP"
"6","0.421686746987952","0.35","0.344","83","AUCRF"
"7","0.138655462184874","0.66","0.374","476","Perm"
"8","0.49438202247191","0.44","0.352","89","EFS"
"9","0.246987951807229","0.41","0.396","166","RFE"
"10","0.28","0.21","0.372","75","Vita"
"11","0.6875","0.11","0.436","16","binomialRF"
"12","0.611111111111111","0.11","0.462","18","VSURF"
"13","1","0.02","0.482","2","Boruta"
"14","0.383720930232558","0.33","0.412","86","VarSelRF"
"15","0","0","0.384","1","PIMP"
"16","0.290909090909091","0.48","0.404","165","AUCRF"
"17","0.153526970954357","0.74","0.384","482","Perm"
"18","0.646153846153846","0.42","0.368","65","EFS"
"19","0.286624203821656","0.45","0.38","157","RFE"
"20","0.330275229357798","0.36","0.382","109","Vita"
"21","0.777777777777778","0.14","0.396","18","binomialRF"
"22","0.866666666666667","0.13","0.402","15","VSURF"
"23","0.833333333333333","0.05","0.462","6","Boruta"
"24","0.545454545454545","0.3","0.41","55","VarSelRF"
"25","NaN","0","0.49","0","PIMP"
"26","0.374045801526718","0.49","0.394","131","AUCRF"
"27","0.149284253578732","0.73","0.422","489","Perm"
"28","0.673076923076923","0.35","0.39","52","EFS"
"29","0.288461538461538","0.45","0.394","156","RFE"
"30","0.373626373626374","0.34","0.406","91","Vita"
"31","0.588235294117647","0.1","0.416","17","binomialRF"
"32","0.416666666666667","0.05","0.44","12","VSURF"
"33","1","0.07","0.426","7","Boruta"
"34","0.472727272727273","0.26","0.354","55","VarSelRF"
"35","0","0","0.416","1","PIMP"
"36","0.36144578313253","0.3","0.404","83","AUCRF"
"37","0.153209109730849","0.74","0.386","483","Perm"
"38","0.53125","0.34","0.378","64","EFS"
"39","0.275641025641026","0.43","0.394","156","RFE"
"40","0.300970873786408","0.31","0.398","103","Vita"
"41","0.6","0.06","0.424","10","binomialRF"
"42","0.615384615384615","0.08","0.44","13","VSURF"
"43","0.833333333333333","0.05","0.44","6","Boruta"
"44","0.4","0.14","0.4","35","VarSelRF"
"45","NaN","0","0.454","0","PIMP"
"46","0.248484848484848","0.41","0.402","165","AUCRF"
"47","0.152542372881356","0.72","0.416","472","Perm"
"48","0.47887323943662","0.34","0.402","71","EFS"
"49","0.305882352941176","0.52","0.412","170","RFE"
"50","0.357894736842105","0.34","0.374","95","Vita"
"51","0.733333333333333","0.11","0.366","15","binomialRF"
"52","0.6875","0.11","0.414","16","VSURF"
"53","0.666666666666667","0.06","0.4","9","Boruta"
"54","0.434782608695652","0.3","0.356","69","VarSelRF"
"55","NaN","0","0.388","0","PIMP"
"56","0.596153846153846","0.31","0.378","52","AUCRF"
"57","0.167728237791932","0.79","0.344","471","Perm"
"58","0.594202898550725","0.41","0.36","69","EFS"
"59","0.328947368421053","0.5","0.36","152","RFE"
"60","0.44","0.33","0.374","75","Vita"
"61","0.611111111111111","0.11","0.442","18","binomialRF"
"62","0.4375","0.07","0.424","16","VSURF"
"63","0.333333333333333","0.01","0.49","3","Boruta"
"64","0.527272727272727","0.29","0.392","55","VarSelRF"
"65","NaN","0","0.47","0","PIMP"
"66","0.290909090909091","0.48","0.402","165","AUCRF"
"67","0.146443514644351","0.7","0.424","478","Perm"
"68","0.621212121212121","0.41","0.352","66","EFS"
