"","user.self","sys.self","elapsed","user.child","sys.child","Model"
"varselrf.time15",6.08500000000001,0.0170000000000003,16.9599999999999,0,0,"VarSelRF"
"pimp.time15",0.0240000000000009,0.0210000000000008,8.30799999999999,16.59,0.384,"PIMP"
"aucrf.time15",0.923999999999978,0.0300000000000002,2.60800000000006,0,0,"AUCRF"
"efs.time15",15.715,0.163,40.432,0,0,"EFS"
"rfe.time15",0.321000000000026,0.00400000000000045,0.636000000000081,0,0,"RFE"
"vita.time15",1.16999999999999,0.0860000000000003,2.79500000000007,0,0,"Vita"
"perm.time15",0.251999999999981,0.00300000000000011,0.688999999999965,0,0,"Perm"
"binom.rf.time16",0.225999999999999,0.00199999999999978,0.434999999999945,0,0,"BinomialRF"
"boruta.time16",9.52699999999999,0.286,3.92600000000004,0,0,"Boruta"
"vsurf.time16",4.19199999999998,0.208,56.096,0.0100000000000051,0.012,"VSURF"
"varselrf.time16",6.208,0.0399999999999991,18.794,0,0,"VarSelRF"
"pimp.time16",0.0229999999999961,0.0199999999999996,9.57799999999997,17.189,0.53,"PIMP"
"aucrf.time16",0.932000000000016,0.0270000000000001,1.56299999999999,0,0,"AUCRF"
"efs.time16",15.993,0.197,33.1800000000001,0,0,"EFS"
"rfe.time16",0.331999999999994,0.00999999999999979,0.818000000000097,0,0,"RFE"
"vita.time16",1.19,0.0910000000000002,2.33799999999997,0,0,"Vita"
"perm.time16",0.258999999999986,0.00499999999999989,1.61099999999999,0,0,"Perm"
"binom.rf.time17",0.218999999999994,0.000999999999999446,0.427999999999997,0,0,"BinomialRF"
"boruta.time17",9.596,0.314,4.74400000000003,0,0,"Boruta"
"vsurf.time17",6.93200000000002,0.386,70.77,0.0109999999999957,0.012,"VSURF"
"varselrf.time17",6.05100000000002,0.04,17.3860000000001,0,0,"VarSelRF"
"pimp.time17",0.0260000000000105,0.0219999999999994,13.871,16.95,0.492,"PIMP"
"aucrf.time17",0.88900000000001,0.0299999999999994,1.81200000000001,0,0,"AUCRF"
"efs.time17",15.62,0.186,31.331,0,0,"EFS"
"rfe.time17",0.314999999999998,0.00599999999999934,0.749000000000024,0,0,"RFE"
"vita.time17",1.17400000000001,0.0819999999999999,2.08799999999997,0,0,"Vita"
"perm.time17",0.248999999999995,0.00300000000000011,0.418999999999983,0,0,"Perm"
"binom.rf.time18",0.236000000000018,0.00300000000000011,0.559999999999945,0,0,"BinomialRF"
"boruta.time18",9.066,0.273000000000001,3.94299999999998,0,0,"Boruta"
"vsurf.time18",11.093,0.686,90.072,0.00999999999999091,0.012,"VSURF"
"varselrf.time18",5.958,0.0350000000000001,10.8200000000001,0,0,"VarSelRF"
"pimp.time18",0.0240000000000009,0.0170000000000003,11.774,16.651,0.473,"PIMP"
"aucrf.time18",0.88300000000001,0.0289999999999999,1.46300000000008,0,0,"AUCRF"
"efs.time18",15.187,0.207000000000001,36.89,0,0,"EFS"
