"","user.self","sys.self","elapsed","user.child","sys.child","Model"
"aucrf.time4",1.42399999999999,0.0459999999999998,1.95400000000001,0,0,"AUCRF"
"efs.time4",22.931,0.277,53.213,0,0,"EFS"
"rfe.time4",0.501000000000005,0.00700000000000012,1.58099999999996,0,0,"RFE"
"vita.time4",1.66099999999999,0.0450000000000004,2.209,0,0,"Vita"
"perm.time4",0.40100000000001,0.004,0.526999999999987,0,0,"Perm"
"binom.rf.time5",0.109000000000002,0,0.117999999999995,0,0,"BinomialRF"
"boruta.time5",14.061,0.347,5.096,0,0,"Boruta"
"vsurf.time5",9.131,0.555,119.194,0.00999999999999801,0.014,"VSURF"
"varselrf.time5",8.97600000000001,0.0600000000000001,24.635,0,0,"VarSelRF"
"pimp.time5",0.0439999999999969,0.0259999999999998,33.7260000000001,24.784,0.704,"PIMP"
"aucrf.time5",1.461,0.048,3.67200000000003,0,0,"AUCRF"
"efs.time5",23.491,0.251,34.539,0,0,"EFS"
"rfe.time5",0.51100000000001,0.00700000000000012,0.692000000000007,0,0,"RFE"
"vita.time5",1.70700000000001,0.0449999999999999,6.54699999999997,0,0,"Vita"
"perm.time5",0.405000000000001,0.00499999999999989,0.937999999999988,0,0,"Perm"
"binom.rf.time6",0.110000000000007,0.00299999999999989,0.414000000000016,0,0,"BinomialRF"
"boruta.time6",13.611,0.385,6.81700000000001,0,0,"Boruta"
"vsurf.time6",7.15499999999999,0.446,122.211,0.0100000000000016,0.015,"VSURF"
"varselrf.time6",9.14699999999999,0.0620000000000003,24.653,0,0,"VarSelRF"
"pimp.time6",0.0439999999999969,0.032,32.494,24.994,0.691,"PIMP"
"aucrf.time6",1.495,0.0470000000000002,3.767,0,0,"AUCRF"
"efs.time6",23.908,0.256,32.767,0,0,"EFS"
"rfe.time6",0.516999999999996,0.00700000000000012,0.649999999999977,0,0,"RFE"
"vita.time6",1.744,0.052,4.55399999999997,0,0,"Vita"
"perm.time6",0.409999999999997,0.00499999999999989,0.995999999999981,0,0,"Perm"
"binom.rf.time7",0.132999999999996,0.00099999999999989,0.657999999999987,0,0,"BinomialRF"
"boruta.time7",12.314,0.365,8,0,0,"Boruta"
"vsurf.time7",8.248,0.531,129.956,0.0109999999999992,0.0169999999999999,"VSURF"
"varselrf.time7",8.995,0.0580000000000003,24.394,0,0,"VarSelRF"
"pimp.time7",0.0549999999999926,0.032,23.46,24.69,0.595,"PIMP"
"aucrf.time7",1.474,0.044,2.67699999999996,0,0,"AUCRF"
"efs.time7",23.603,0.256,32.769,0,0,"EFS"
"rfe.time7",0.513999999999996,0.00700000000000012,1.28999999999996,0,0,"RFE"
"vita.time7",1.801,0.0609999999999999,3.904,0,0,"Vita"
"perm.time7",0.406999999999996,0.00499999999999989,0.521000000000015,0,0,"Perm"
"binom.rf.time8",0.111000000000004,0.00099999999999989,0.134000000000015,0,0,"BinomialRF"
"boruta.time8",12.691,0.263,8.95399999999995,0,0,"Boruta"
"vsurf.time8",6.17100000000001,0.374,109.917,0.0100000000000051,0.0129999999999999,"VSURF"
"varselrf.time8",9.06100000000001,0.0500000000000003,20.813,0,0,"VarSelRF"
"pimp.time8",0.0420000000000016,0.0249999999999999,31.3019999999999,24.698,0.537,"PIMP"
"aucrf.time8",1.476,0.0459999999999998,3.101,0,0,"AUCRF"
"efs.time8",23.92,0.260000000000001,32.8810000000001,0,0,"EFS"
"rfe.time8",0.520999999999987,0.00600000000000023,0.606999999999971,0,0,"RFE"
"vita.time8",1.708,0.0380000000000003,3.85900000000004,0,0,"Vita"
"perm.time8",0.394000000000005,0.00499999999999989,0.516999999999939,0,0,"Perm"
"binom.rf.time9",0.111000000000004,0.00099999999999989,0.143999999999949,0,0,"BinomialRF"
"boruta.time9",12.379,0.267,8.85199999999998,0,0,"Boruta"
"vsurf.time9",6.057,0.368,107.232,0.00999999999999801,0.0130000000000001,"VSURF"
"varselrf.time9",9.05800000000002,0.0540000000000003,20.913,0,0,"VarSelRF"
"pimp.time9",0.0409999999999968,0.0260000000000002,31.313,24.638,0.549,"PIMP"
"aucrf.time9",1.46299999999999,0.0430000000000001,3.07299999999998,0,0,"AUCRF"
"efs.time9",23.626,0.26,32.6800000000001,0,0,"EFS"
"rfe.time9",0.511000000000024,0.00499999999999989,0.565000000000055,0,0,"RFE"
"vita.time9",1.70400000000001,0.0500000000000003,3.91999999999996,0,0,"Vita"
"perm.time9",0.400000000000006,0.00400000000000045,0.490999999999985,0,0,"Perm"
"binom.rf.time10",0.111000000000004,0.00099999999999989,0.333000000000027,0,0,"BinomialRF"
"boruta.time10",13.184,0.351,8.22900000000004,0,0,"Boruta"
"vsurf.time10",6.08199999999999,0.375,114.203,0.00999999999999801,0.0129999999999999,"VSURF"
"varselrf.time10",8.87100000000001,0.0499999999999998,21.51,0,0,"VarSelRF"
"pimp.time10",0.0430000000000064,0.0250000000000004,23.3579999999999,24.507,0.504,"PIMP"
"aucrf.time10",1.44399999999999,0.0379999999999994,2.07099999999991,0,0,"AUCRF"
"efs.time10",23.621,0.26,32.6039999999999,0,0,"EFS"
"rfe.time10",0.512,0.0110000000000001,1.029,0,0,"RFE"
"vita.time10",1.68600000000001,0.0459999999999994,2.28199999999993,0,0,"Vita"
"perm.time10",0.406000000000006,0.00300000000000011,0.490000000000009,0,0,"Perm"
"binom.rf.time11",0.10899999999998,0.00199999999999978,0.745999999999981,0,0,"BinomialRF"
"boruta.time11",11.533,0.339,4.87099999999998,0,0,"Boruta"
"vsurf.time11",6.23700000000002,0.345,113.749,0.00999999999999801,0.0129999999999999,"VSURF"
"varselrf.time11",8.83500000000001,0.0410000000000004,11.427,0,0,"VarSelRF"
"pimp.time11",0.0429999999999779,0.0259999999999998,14.765,24.817,0.689,"PIMP"
"aucrf.time11",1.48599999999999,0.0449999999999999,2.06500000000005,0,0,"AUCRF"
"efs.time11",23.887,0.292999999999999,55.478,0,0,"EFS"
"rfe.time11",0.519999999999982,0.00699999999999967,1.70799999999997,0,0,"RFE"
"vita.time11",1.739,0.0469999999999997,2.60300000000007,0,0,"Vita"
"perm.time11",0.411999999999978,0.00399999999999956,0.535999999999945,0,0,"Perm"
"binom.rf.time12",0.113,0.00100000000000033,0.115999999999985,0,0,"BinomialRF"
"boruta.time12",14.007,0.38,12.826,0,0,"Boruta"
"vsurf.time12",10.9,0.766,138.224,0.00999999999999091,0.0129999999999999,"VSURF"
"varselrf.time12",8.72499999999999,0.0440000000000005,18.354,0,0,"VarSelRF"
"pimp.time12",0.0380000000000109,0.0230000000000006,26.602,24.742,0.527,"PIMP"
"aucrf.time12",1.453,0.0409999999999995,2.85599999999999,0,0,"AUCRF"
"efs.time12",23.26,0.252,33.197,0,0,"EFS"
"rfe.time12",0.513000000000005,0.00900000000000034,0.75,0,0,"RFE"
"vita.time12",1.64099999999999,0.0360000000000005,2.03500000000008,0,0,"Vita"
"perm.time12",0.397999999999996,0.00499999999999989,0.525999999999954,0,0,"Perm"
"binom.rf.time13",0.116000000000014,0.00199999999999978,0.216999999999985,0,0,"BinomialRF"
"boruta.time13",13.212,0.324999999999999,12.855,0,0,"Boruta"
"vsurf.time13",11.008,0.782,138.124,0.0100000000000051,0.0130000000000001,"VSURF"
"varselrf.time13",8.83099999999999,0.0469999999999997,18.6419999999999,0,0,"VarSelRF"
"pimp.time13",0.0380000000000109,0.0259999999999998,26.4449999999999,24.742,0.542,"PIMP"
"aucrf.time13",1.45599999999999,0.0410000000000004,2.72400000000005,0,0,"AUCRF"
"efs.time13",23.798,0.263999999999999,33.895,0,0,"EFS"
"rfe.time13",0.507000000000005,0.00800000000000001,0.727999999999952,0,0,"RFE"
"vita.time13",1.68300000000002,0.0449999999999999,2.06500000000005,0,0,"Vita"
"perm.time13",0.405000000000001,0.00400000000000045,0.57000000000005,0,0,"Perm"
"binom.rf.time14",0.120999999999981,0.00100000000000033,0.274000000000001,0,0,"BinomialRF"
"boruta.time14",12.417,0.354,7.56499999999994,0,0,"Boruta"
"vsurf.time14",8.26399999999998,0.608,128.709,0.00999999999999091,0.0149999999999997,"VSURF"
"varselrf.time14",8.90899999999999,0.0449999999999999,17.76,0,0,"VarSelRF"
"pimp.time14",0.046999999999997,0.0349999999999993,32.524,24.734,0.574,"PIMP"
"aucrf.time14",1.47800000000001,0.04,3.19299999999998,0,0,"AUCRF"
"efs.time14",23.807,0.259,34.021,0,0,"EFS"
"rfe.time14",0.522999999999996,0.00800000000000001,0.719000000000051,0,0,"RFE"
"vita.time14",1.69200000000001,0.0410000000000004,3.90099999999995,0,0,"Vita"
"perm.time14",0.410999999999973,0.00400000000000045,0.865000000000009,0,0,"Perm"
"binom.rf.time15",0.132000000000005,0.00100000000000033,0.403999999999996,0,0,"BinomialRF"
"boruta.time15",10.731,0.264,4.31299999999999,0,0,"Boruta"
"vsurf.time15",11.206,0.675,142.581,0.0109999999999957,0.0149999999999999,"VSURF"
"varselrf.time15",8.77000000000001,0.0430000000000001,11.865,0,0,"VarSelRF"
"pimp.time15",0.0380000000000109,0.024,13.165,24.417,0.506,"PIMP"
"aucrf.time15",1.44,0.04,1.83800000000008,0,0,"AUCRF"
"efs.time15",23.371,0.266,54.548,0,0,"EFS"
"rfe.time15",0.512,0.00700000000000056,1.47499999999991,0,0,"RFE"
"vita.time15",1.678,0.0410000000000004,2.15599999999995,0,0,"Vita"
"perm.time15",0.405000000000001,0.00300000000000011,0.510999999999967,0,0,"Perm"
"binom.rf.time16",0.106999999999999,0.00100000000000033,0.151000000000067,0,0,"BinomialRF"
"boruta.time16",12.279,0.321000000000001,6.32399999999984,0,0,"Boruta"
"vsurf.time16",8.23699999999999,0.541,115.499,0.00999999999999091,0.0139999999999998,"VSURF"
"varselrf.time16",9.012,0.0740000000000007,27.6089999999999,0,0,"VarSelRF"
"pimp.time16",0.0409999999999968,0.0289999999999999,32.856,24.792,0.701,"PIMP"
"aucrf.time16",1.46900000000005,0.056,2.11400000000003,0,0,"AUCRF"
"efs.time16",23.555,0.292,33.903,0,0,"EFS"
"rfe.time16",0.511000000000024,0.0100000000000007,0.621000000000095,0,0,"RFE"
"vita.time16",1.68600000000004,0.0439999999999996,4.52599999999984,0,0,"Vita"
"perm.time16",0.406999999999982,0.00499999999999989,0.519999999999982,0,0,"Perm"
"binom.rf.time17",0.114000000000004,0.00100000000000033,0.155999999999949,0,0,"BinomialRF"
"boruta.time17",12.531,0.405,8.77099999999996,0,0,"Boruta"
"vsurf.time17",11.069,0.726,128.62,0.0109999999999957,0.0139999999999998,"VSURF"
"varselrf.time17",9.25599999999997,0.0709999999999997,20.2740000000001,0,0,"VarSelRF"
"pimp.time17",0.0430000000000064,0.0279999999999996,24.3309999999999,24.652,0.531,"PIMP"
"aucrf.time17",1.49900000000002,0.0540000000000003,2.66600000000017,0,0,"AUCRF"
"efs.time17",23.534,0.295,33.3630000000001,0,0,"EFS"
"rfe.time17",0.507000000000005,0.00900000000000034,1.03899999999999,0,0,"RFE"
"vita.time17",1.73099999999999,0.0699999999999994,7.89200000000005,0,0,"Vita"
"perm.time17",0.410000000000025,0.00600000000000023,0.605000000000018,0,0,"Perm"
"binom.rf.time18",0.114000000000004,0.000999999999999446,0.152000000000044,0,0,"BinomialRF"
"boruta.time18",13.076,0.335,7.18399999999997,0,0,"Boruta"
"vsurf.time18",7.66800000000001,0.492999999999999,118.337,0.0109999999999957,0.0140000000000002,"VSURF"
"varselrf.time18",9.10999999999996,0.0720000000000001,24.9780000000001,0,0,"VarSelRF"
"pimp.time18",0.0419999999999732,0.0289999999999999,30.8440000000001,24.704,0.555,"PIMP"
"aucrf.time18",1.46200000000005,0.0499999999999998,1.92399999999998,0,0,"AUCRF"
"efs.time18",23.453,0.302,34.0050000000001,0,0,"EFS"
"rfe.time18",0.49799999999999,0.00699999999999967,0.639999999999873,0,0,"RFE"
"vita.time18",1.68000000000001,0.0440000000000005,5.30099999999993,0,0,"Vita"
"perm.time18",0.404999999999973,0.00600000000000023,0.528999999999996,0,0,"Perm"
"binom.rf.time19",0.109999999999985,0.000999999999999446,0.539999999999964,0,0,"BinomialRF"
"boruta.time19",13.666,0.389,7.55499999999984,0,0,"Boruta"
"vsurf.time19",5.45600000000002,0.293,122.472,0.0109999999999957,0.0139999999999998,"VSURF"
"varselrf.time19",8.90800000000002,0.0949999999999998,15.4549999999999,0,0,"VarSelRF"
"pimp.time19",0.0440000000000396,0.0260000000000007,17.2239999999999,24.491,0.605,"PIMP"
"aucrf.time19",1.45300000000003,0.0459999999999994,2.19299999999998,0,0,"AUCRF"
"efs.time19",23.251,0.265000000000001,40.2950000000001,0,0,"EFS"
"rfe.time19",0.507999999999981,0.00600000000000023,1.50300000000016,0,0,"RFE"
"vita.time19",1.78800000000001,0.0529999999999999,2.66300000000001,0,0,"Vita"
"perm.time19",0.407000000000039,0.00400000000000045,0.531999999999925,0,0,"Perm"
"binom.rf.time20",0.113999999999976,0.00100000000000033,0.176999999999907,0,0,"BinomialRF"
"boruta.time20",11.999,0.317,6.27900000000022,0,0,"Boruta"
"vsurf.time20",7.09799999999996,0.466,124.047,0.0109999999999957,0.0150000000000001,"VSURF"
"varselrf.time20",8.738,0.0449999999999999,31.8140000000001,0,0,"VarSelRF"
"pimp.time20",0.04200000000003,0.0269999999999992,20.6900000000001,24.704,0.56,"PIMP"
"aucrf.time20",1.44999999999999,0.0439999999999987,2.03099999999995,0,0,"AUCRF"
"efs.time20",23.399,0.329000000000001,36.0430000000001,0,0,"EFS"
"rfe.time20",0.508999999999958,0.0080000000000009,0.635000000000218,0,0,"RFE"
"vita.time20",1.70099999999996,0.0500000000000007,7.41700000000014,0,0,"Vita"
"perm.time20",0.413000000000011,0.00499999999999901,1.00099999999998,0,0,"Perm"
"binom.rf.time21",0.109999999999957,0.00199999999999978,0.206000000000131,0,0,"BinomialRF"
"boruta.time21",13.057,0.353999999999999,6.56400000000008,0,0,"Boruta"
"vsurf.time21",12.735,0.803,149.457,0.0100000000000051,0.0129999999999999,"VSURF"
"varselrf.time21",9.06399999999996,0.0809999999999995,14.9740000000002,0,0,"VarSelRF"
"pimp.time21",0.0409999999999968,0.0259999999999998,27.9679999999998,24.662,0.565,"PIMP"
"aucrf.time21",1.45999999999998,0.0520000000000014,2.25,0,0,"AUCRF"
"efs.time21",23.372,0.306000000000001,37.654,0,0,"EFS"
"rfe.time21",0.51400000000001,0.0129999999999999,1.78499999999985,0,0,"RFE"
"vita.time21",1.71700000000004,0.0440000000000005,4.1099999999999,0,0,"Vita"
"perm.time21",0.403999999999996,0.00600000000000023,0.529999999999973,0,0,"Perm"
"binom.rf.time22",0.108000000000004,0.000999999999999446,0.333999999999833,0,0,"BinomialRF"
"boruta.time22",12.018,0.381,6.36500000000001,0,0,"Boruta"
"vsurf.time22",9.33100000000002,0.609,136.338,0.0110000000000099,0.0129999999999999,"VSURF"
"varselrf.time22",9.00100000000003,0.0679999999999996,16.2560000000001,0,0,"VarSelRF"
"pimp.time22",0.0419999999999732,0.0350000000000001,30.2149999999999,24.7,0.571,"PIMP"
"aucrf.time22",1.45699999999999,0.0540000000000003,2.18900000000008,0,0,"AUCRF"
"efs.time22",23.459,0.291,35.575,0,0,"EFS"
"rfe.time22",0.519000000000005,0.0120000000000005,1.29300000000012,0,0,"RFE"
"vita.time22",1.87200000000001,0.0549999999999997,6.68500000000017,0,0,"Vita"
"perm.time22",0.40300000000002,0.00499999999999901,0.758000000000038,0,0,"Perm"
"binom.rf.time23",0.209000000000003,0.00300000000000011,0.509999999999991,0,0,"BinomialRF"
"boruta.time23",13.127,0.359,7.55000000000018,0,0,"Boruta"
"vsurf.time23",7.81800000000004,0.47,134.711,0.0109999999999957,0.0149999999999997,"VSURF"
"varselrf.time23",9.15699999999998,0.093,15.1779999999999,0,0,"VarSelRF"
"pimp.time23",0.0380000000000109,0.0229999999999997,21.819,24.752,0.674,"PIMP"
"aucrf.time23",1.46600000000001,0.0380000000000003,1.74900000000002,0,0,"AUCRF"
"efs.time23",23.762,0.326000000000001,43.6659999999999,0,0,"EFS"
"rfe.time23",0.521000000000015,0.00799999999999912,1.75700000000006,0,0,"RFE"
"vita.time23",1.702,0.0419999999999998,2.375,0,0,"Vita"
"perm.time23",0.402000000000044,0.00399999999999956,0.465000000000146,0,0,"Perm"
"binom.rf.time24",0.109999999999957,0.000999999999999446,0.136999999999944,0,0,"BinomialRF"
"boruta.time24",12.482,0.389000000000001,8.94700000000012,0,0,"Boruta"
"vsurf.time24",6.36900000000003,0.403,129.85,0.0100000000000193,0.0120000000000005,"VSURF"
"varselrf.time24",9.03899999999999,0.0820000000000007,26.0510000000002,0,0,"VarSelRF"
"pimp.time24",0.0400000000000205,0.0280000000000005,30.586,24.821,0.644,"PIMP"
"aucrf.time24",1.50800000000004,0.0500000000000007,5.59999999999991,0,0,"AUCRF"
"efs.time24",23.985,0.297999999999998,40.7830000000001,0,0,"EFS"
"rfe.time24",0.523000000000025,0.0100000000000016,0.84699999999998,0,0,"RFE"
"vita.time24",1.75300000000004,0.0590000000000011,4.05199999999991,0,0,"Vita"
"perm.time24",0.413000000000011,0.00399999999999956,1.28899999999999,0,0,"Perm"
"binom.rf.time25",0.113,0.00100000000000122,0.26299999999992,0,0,"BinomialRF"
"boruta.time25",13.486,0.372,9.62400000000002,0,0,"Boruta"
"vsurf.time25",4.50999999999999,0.289999999999999,125.051,0.0109999999999957,0.0150000000000001,"VSURF"
"varselrf.time25",9.09800000000001,0.0850000000000009,29.7659999999998,0,0,"VarSelRF"
"pimp.time25",0.0480000000000018,0.0359999999999996,27.2570000000001,25.567,1.494,"PIMP"
"aucrf.time25",1.50799999999998,0.0449999999999999,5.20499999999993,0,0,"AUCRF"
"efs.time25",24.012,0.306000000000001,38.5920000000001,0,0,"EFS"
"rfe.time25",0.517999999999972,0.0129999999999999,1.00399999999991,0,0,"RFE"
"vita.time25",1.86900000000003,0.0540000000000003,2.56099999999992,0,0,"Vita"
"perm.time25",0.409999999999968,0.00300000000000011,0.982000000000198,0,0,"Perm"
"binom.rf.time26",0.177999999999997,0.00300000000000011,0.664999999999964,0,0,"BinomialRF"
"boruta.time26",13.558,0.391999999999999,5.81399999999985,0,0,"Boruta"
"vsurf.time26",13.005,0.789,164.316,0.0109999999999957,0.0139999999999998,"VSURF"
"varselrf.time26",8.89499999999998,0.0640000000000001,14.4380000000001,0,0,"VarSelRF"
"pimp.time26",0.0439999999999827,0.0259999999999998,25.454,24.704,0.616,"PIMP"
"aucrf.time26",1.45699999999999,0.0459999999999994,2.16399999999999,0,0,"AUCRF"
"efs.time26",23.579,0.327,53.684,0,0,"EFS"
"rfe.time26",0.514999999999986,0.0080000000000009,1.49500000000012,0,0,"RFE"
"vita.time26",1.71100000000001,0.0439999999999987,3.82999999999993,0,0,"Vita"
"perm.time26",0.406000000000006,0.00399999999999956,0.531999999999925,0,0,"Perm"
"binom.rf.time27",0.110000000000014,0.00200000000000067,0.720000000000027,0,0,"BinomialRF"
"boruta.time27",13.471,0.372,8.71000000000004,0,0,"Boruta"
"vsurf.time27",13.871,0.846,164.247,0.0100000000000193,0.0149999999999997,"VSURF"
"varselrf.time27",8.94800000000004,0.0629999999999988,13.633,0,0,"VarSelRF"
"pimp.time27",0.0439999999999827,0.027000000000001,19.502,24.823,0.58,"PIMP"
"aucrf.time27",1.48099999999999,0.0459999999999994,2.24799999999982,0,0,"AUCRF"
"efs.time27",23.711,0.324,59.818,0,0,"EFS"
"rfe.time27",0.512,0.00899999999999856,1.85599999999999,0,0,"RFE"
"vita.time27",1.72700000000003,0.0429999999999993,2.36899999999991,0,0,"Vita"
"perm.time27",0.411000000000001,0.00399999999999956,0.507999999999811,0,0,"Perm"
"binom.rf.time28",0.120000000000005,0.00200000000000067,0.466000000000122,0,0,"BinomialRF"
"boruta.time28",13.838,0.363,7.70399999999995,0,0,"Boruta"
"vsurf.time28",6.88399999999996,0.434999999999999,117.229,0.00999999999999091,0.0139999999999993,"VSURF"
"varselrf.time28",8.86599999999999,0.0670000000000002,24.5940000000001,0,0,"VarSelRF"
"pimp.time28",0.0430000000000064,0.0289999999999999,31.338,24.784,0.619000000000001,"PIMP"
"aucrf.time28",1.452,0.0459999999999994,3.66600000000017,0,0,"AUCRF"
"efs.time28",23.519,0.299999999999999,48.6289999999999,0,0,"EFS"
"rfe.time28",0.507000000000005,0.0080000000000009,0.738000000000056,0,0,"RFE"
"vita.time28",1.70599999999996,0.0570000000000004,6.19599999999991,0,0,"Vita"
"perm.time28",0.407000000000039,0.00499999999999901,1.06499999999983,0,0,"Perm"
"binom.rf.time29",0.115999999999985,0.00300000000000011,0.594000000000051,0,0,"BinomialRF"
"boruta.time29",13.627,0.356999999999999,9.22200000000021,0,0,"Boruta"
"vsurf.time29",7.16899999999998,0.474,133.946,0.0109999999999957,0.0140000000000002,"VSURF"
"varselrf.time29",9.09100000000001,0.0679999999999996,24.8009999999999,0,0,"VarSelRF"
"pimp.time29",0.0430000000000064,0.0269999999999992,24.787,24.839,0.586,"PIMP"
"aucrf.time29",1.49000000000001,0.0429999999999993,2.2030000000002,0,0,"AUCRF"
"efs.time29",24.069,0.305,48.71,0,0,"EFS"
"rfe.time29",0.52800000000002,0.00900000000000034,1.17899999999986,0,0,"RFE"
"vita.time29",1.72999999999996,0.0470000000000006,3.35599999999999,0,0,"Vita"
"perm.time29",0.418000000000006,0.00699999999999967,0.659999999999854,0,0,"Perm"
"binom.rf.time30",0.115000000000009,0.00200000000000067,0.509999999999991,0,0,"BinomialRF"
"boruta.time30",13.402,0.401,6.18799999999987,0,0,"Boruta"
"vsurf.time30",7.39300000000003,0.435,138.2,0.0109999999999957,0.0129999999999999,"VSURF"
"varselrf.time30",9.08699999999999,0.0719999999999992,25.3429999999998,0,0,"VarSelRF"
"pimp.time30",0.0439999999999827,0.0289999999999999,16.5429999999999,24.899,0.599,"PIMP"
"aucrf.time30",1.49200000000002,0.0429999999999993,2.10400000000004,0,0,"AUCRF"
"efs.time30",24.0700000000001,0.293000000000001,51.579,0,0,"EFS"
"rfe.time30",0.52600000000001,0.00799999999999912,1.56000000000017,0,0,"RFE"
"vita.time30",1.738,0.0459999999999994,2.60500000000002,0,0,"Vita"
"perm.time30",0.411000000000001,0.00399999999999956,0.58400000000006,0,0,"Perm"
"binom.rf.time31",0.116000000000042,0.000999999999999446,0.786000000000058,0,0,"BinomialRF"
"boruta.time31",12.519,0.386000000000001,5.84999999999991,0,0,"Boruta"
"vsurf.time31",13.776,0.822999999999999,155.374,0.0100000000000193,0.0129999999999999,"VSURF"
"varselrf.time31",8.98700000000002,0.0559999999999992,12.78,0,0,"VarSelRF"
"pimp.time31",0.0480000000000018,0.0299999999999994,16.943,24.941,0.59,"PIMP"
"aucrf.time31",1.48100000000005,0.0510000000000002,2.40900000000011,0,0,"AUCRF"
"efs.time31",23.984,0.296999999999999,71.508,0,0,"EFS"
"rfe.time31",0.519999999999982,0.0080000000000009,1.87699999999995,0,0,"RFE"
"vita.time31",1.72999999999996,0.0519999999999996,2.45100000000002,0,0,"Vita"
"perm.time31",0.411999999999978,0.00699999999999967,0.874000000000024,0,0,"Perm"
"binom.rf.time32",0.113,0.00200000000000067,0.194999999999936,0,0,"BinomialRF"
"boruta.time32",8.27100000000002,0.198,5.19800000000009,0,0,"Boruta"
"vsurf.time32",6.28699999999998,0.413,103.944,0.0100000000000193,0.0129999999999999,"VSURF"
"varselrf.time32",9.065,0.0670000000000002,27.018,0,0,"VarSelRF"
"pimp.time32",0.0469999999999686,0.0340000000000007,32.086,24.84,0.617,"PIMP"
"aucrf.time32",1.49299999999999,0.0500000000000007,5.04199999999992,0,0,"AUCRF"
"efs.time32",23.97,0.296000000000001,49.6689999999999,0,0,"EFS"
"rfe.time32",0.52800000000002,0.0080000000000009,0.733999999999924,0,0,"RFE"
"vita.time32",1.74299999999999,0.0560000000000009,6.88400000000001,0,0,"Vita"
"perm.time32",0.408999999999992,0.00600000000000023,1.48199999999997,0,0,"Perm"
"binom.rf.time33",0.116000000000042,0.000999999999999446,0.332999999999856,0,0,"BinomialRF"
"boruta.time33",13.296,0.353999999999999,9.02300000000014,0,0,"Boruta"
"vsurf.time33",4.48499999999996,0.286,108.847,0.00999999999999091,0.0139999999999993,"VSURF"
"varselrf.time33",8.86000000000001,0.0619999999999994,28.9320000000002,0,0,"VarSelRF"
