"","x"
"1",0.00223302035406701
"2",0.0136729399659717
"3",0.0418183241558013
"4",0.085181471177844
"5",0.130001848851047
"6",0.158565276100779
"7",0.161008625931291
"8",0.139993126652011
"9",0.106398425208334
"10",0.0718081251837672
"11",0.0435729002322865
"12",0.0240119926869822
"13",0.0121174845093358
"14",0.00563891165743594
"15",0.00243418528629651
"16",0.00097973475419564
"17",0.000369312482852839
"18",0.000130890880574097
"19",4.37682948466233e-05
"20",1.38511789285327e-05
"21",4.16001576493414e-06
"22",1.18869649636919e-06
"23",3.23891998223024e-07
"24",8.43296820445972e-08
"25",2.10200144439419e-08
"26",5.02472206437643e-09
"27",1.15375218714616e-09
"28",2.54845491756087e-10
"29",5.42251783914121e-11
"30",1.11285474453565e-11
"31",2.20549299199174e-12
"32",4.22556656797399e-13
"33",7.83480103052604e-14
"34",1.40720903368593e-14
"35",2.45061674509038e-15
"36",4.14146222110287e-16
"37",6.79747692274714e-17
"38",1.08440691153075e-17
"39",1.68269030563041e-18
"40",2.54146353560173e-19
"41",3.73866458847948e-20
"42",5.36010264030613e-21
"43",7.49396478675575e-22
"44",1.02229897841245e-22
"45",1.3614647873983e-23
"46",1.77101001481378e-24
"47",2.25131249748599e-25
"48",2.79805034359946e-26
"49",3.40154650367172e-27
"50",4.04656486448829e-28
"51",4.71266147486377e-29
"52",5.37512908732735e-30
"53",6.00649323976826e-31
"54",6.57843648004507e-32
"55",7.06395835148097e-33
"56",7.43953518614113e-34
"57",7.68703412263631e-35
"58",7.79516249513997e-36
"59",7.76029261144367e-37
"60",7.58658300073799e-38
"61",7.28540688527773e-39
"62",6.87418246530758e-40
"63",6.37476506106893e-41
"64",5.81159976922856e-42
"65",5.20984184926392e-43
"66",4.59363260073889e-44
"67",3.98467731996963e-45
"68",3.40121790500148e-46
"69",2.85743534839606e-47
"70",2.36326519965633e-48
"71",1.92456829046932e-49
"72",1.54357292088421e-50
"73",1.21949379216452e-51
"74",9.49235419997219e-53
"75",7.28100241110036e-54
"76",5.50440173914227e-55
"77",4.10211176720555e-56
"78",3.01410210567338e-57
"79",2.18390772223644e-58
"80",1.5606565483475e-59
"81",1.10013557182262e-60
"82",7.65100068957189e-62
"83",5.25036051705624e-63
"84",3.55568221457087e-64
"85",2.37674294944122e-65
"86",1.56829582911095e-66
"87",1.02169167701681e-67
"88",6.57227949129751e-69
"89",4.17516222429173e-70
"90",2.61967497491034e-71
"91",1.6236503264355e-72
"92",9.94172462362458e-74
"93",6.01460360889218e-75
"94",3.59566427999435e-76
"95",2.12435843000378e-77
"96",1.24051383473233e-78
"97",7.16057970836648e-80
"98",4.08614811501957e-81
"99",2.30539318382957e-82
"100",1.28613208589396e-83
"101",7.09544420264944e-85
"102",3.87141697589893e-86
"103",2.08928985418271e-87
"104",1.11533936999955e-88
"105",5.89027215523383e-90
"106",3.07767883056631e-91
"107",1.59114475882908e-92
"108",8.14015470757933e-94
"109",4.12125595405371e-95
"110",2.06508137241781e-96
"111",1.02421566371199e-97
"112",5.02837509227093e-99
"113",2.44388423592935e-100
"114",1.17593787243424e-101
"115",5.60237752747407e-103
"116",2.64288020459232e-104
"117",1.23461623839146e-105
"118",5.71172925838648e-107
"119",2.61707117932264e-108
"120",1.18769898070594e-109
"121",5.33912724542986e-111
"122",2.37758908554629e-112
"123",1.04890237330161e-113
"124",4.5845181641977e-115
"125",1.98536714760911e-116
"126",8.51930466454453e-118
"127",3.62252075790243e-119
"128",1.52646840507743e-120
"129",6.37472301173405e-122
"130",2.63850133860735e-123
"131",1.08243380432829e-124
"132",4.40168063467869e-126
"133",1.77432674750014e-127
"134",7.09040281826041e-129
"135",2.80901742517113e-130
"136",1.103335983029e-131
"137",4.2968897074964e-133
"138",1.65926826472707e-134
"139",6.35356593857913e-136
"140",2.41256616229716e-137
"141",9.08497158486752e-139
"142",3.39290841705705e-140
"143",1.25674215186106e-141
"144",4.61707210965799e-143
"145",1.68249666675646e-144
"146",6.08175891162998e-146
"147",2.18077914026051e-147
"148",7.75749394986636e-149
"149",2.73765039337256e-150
"150",9.58518585422348e-152
"151",3.32972268115019e-153
"152",1.14767591605214e-154
"153",3.92511689949961e-156
"154",1.33206753021699e-157
"155",4.48598851146065e-159
"156",1.49922234723474e-160
"157",4.97241517258304e-162
"158",1.63673889287431e-163
"159",5.34710996178243e-165
"160",1.73381720311375e-166
"161",5.58018434189901e-168
"162",1.78267092546834e-169
"163",5.65310891628364e-171
"164",1.77956146302454e-172
"165",5.56113998886257e-174
"166",1.72526330789037e-175
"167",5.31377301166567e-177
"168",1.62488190923989e-178
"169",4.93317757196666e-180
"170",1.48707405067493e-181
"171",4.45096237318934e-183
"172",1.3228333340394e-184
"173",3.9039157716063e-186
"174",1.14407342547047e-187
"175",3.32950279987109e-189
"176",9.62255956927313e-191
"177",2.7618565282702e-192
"178",7.87271055910135e-194
"179",2.22881151584555e-195
"180",6.26702395581313e-197
"181",1.75025461742279e-198
"182",4.85518446416647e-200
"183",1.33778854776724e-201
"184",3.66149894218133e-203
"185",9.95479616387136e-205
"186",2.68856182239947e-206
"187",7.21329870966027e-208
"188",1.92258673128765e-209
"189",5.09082141424983e-211
"190",1.33921810694792e-212
"191",3.50015914346214e-214
"192",9.08884439030265e-216
"193",2.34490464052621e-217
"194",6.01102401577031e-219
"195",1.53105042060353e-220
"196",3.87488795240928e-222
"197",9.74469348358697e-224
"198",2.43515848311984e-225
"199",6.04709527446344e-227
"200",1.49223536496738e-228
"201",3.65939317638412e-230
"202",8.91809775924559e-232
"203",2.15991601115741e-233
"204",5.19891770000833e-235
"205",1.24368478624785e-236
"206",2.95691440930646e-238
"207",6.98727581950941e-240
"208",1.64107061613969e-241
"209",3.83094879314861e-243
"210",8.88903196010142e-245
"211",2.05012754945595e-246
"212",4.69996628897832e-248
"213",1.07103856904587e-249
"214",2.42616844378125e-251
"215",5.46325074926233e-253
"216",1.22293801528633e-254
"217",2.72138242775089e-256
"218",6.02025837110174e-258
"219",1.32400499621103e-259
"220",2.89481948637085e-261
"221",6.29243974734565e-263
"222",1.35984879242544e-264
"223",2.92175858230233e-266
"224",6.241490122873e-268
"225",1.32565499722199e-269
"226",2.79949013647621e-271
"227",5.87816036728017e-273
"228",1.22722942298895e-274
"229",2.54764922228653e-276
"230",5.2588486792884e-278
"231",1.07941001111057e-279
"232",2.20310102319541e-281
"233",4.47138424595254e-283
"234",9.02436217565416e-285
"235",1.81119515747069e-286
"236",3.61489245186785e-288
"237",7.17487002955835e-290
"238",1.41621202022137e-291
"239",2.78000183328254e-293
"240",5.42714441176604e-295
"241",1.0536928139862e-296
"242",2.03460352781061e-298
"243",3.90728804300516e-300
"244",7.46289936994477e-302
"245",1.41769518392805e-303
"246",2.67859960459364e-305
"247",5.03371786551397e-307
"248",9.40876210959514e-309
"249",1.74922231327452e-310
"250",3.23469045755605e-312
"251",5.94979333590504e-314
"252",1.08857573174084e-315
"253",1.98111233174456e-317
"254",3.58642252316161e-319
"255",6.45743799114509e-321
"256",1.13635098543487e-322
"257",0
"258",0
"259",0
"260",0
"261",0
"262",0
"263",0
"264",0
"265",0
"266",0
"267",0
"268",0
"269",0
"270",0
"271",0
