"","x"
"1",0.00355541257604461
"2",0.0201066220409497
"3",0.0567967802624208
"4",0.10685186662261
"5",0.150614363343739
"6",0.169669911936669
"7",0.159120368099584
"8",0.127780101616654
"9",0.0896956952793903
"10",0.0559100490642713
"11",0.0313337690345403
"12",0.0159479276696806
"13",0.00743307325366215
"14",0.00319470760147509
"15",0.00127370643250908
"16",0.000473482691828025
"17",0.000164842603777314
"18",5.39591069002549e-05
"19",1.66645993028968e-05
"20",4.87081766500157e-06
"21",1.35110777805793e-06
"22",3.56570890049452e-07
"23",8.97335823576171e-08
"24",2.15781960621596e-08
"25",4.96761084839572e-09
"26",1.09674707752832e-09
"27",2.32587763980166e-10
"28",4.74494481975508e-11
"29",9.32470465642416e-12
"30",1.76747167323103e-12
"31",3.23518818154339e-13
"32",5.72477863141296e-14
"33",9.8035102342032e-15
"34",1.62626806546539e-15
"35",2.61570523163899e-16
"36",4.08269552783217e-17
"37",6.18900616986285e-18
"38",9.11896052032475e-19
"39",1.30688428584691e-19
"40",1.82304215430416e-20
"41",2.47690424423328e-21
"42",3.27978747956841e-22
"43",4.23510449526923e-23
"44",5.33593209234015e-24
"45",6.56324573760906e-25
"46",7.88520799689701e-26
"47",9.25780019768395e-27
"48",1.06269204685033e-27
"49",1.19318614997859e-28
"50",1.31098638658756e-29
"51",1.41012562445358e-30
"52",1.48545788615645e-31
"53",1.53310649145423e-32
"54",1.55079324370603e-33
"55",1.53801024867788e-34
"56",1.49601788761864e-35
"57",1.42767606240514e-36
"58",1.33713706188468e-37
"59",1.2294439541534e-38
"60",1.11008628437176e-39
"61",9.8456460713867e-41
"62",8.58008022139385e-42
"63",7.34876502543544e-43
"64",6.18765028383453e-44
"65",5.12311950942023e-45
"66",4.17201718895926e-46
"67",3.34243426169219e-47
"68",2.6350208618068e-48
"69",2.04458843048255e-49
"70",1.56178709727206e-50
"71",1.17468813332284e-51
"72",8.70154341494137e-53
"73",6.34934051537719e-54
"74",4.56460125179618e-55
"75",3.23370180776994e-56
"76",2.25786932162797e-57
"77",1.55408959651668e-58
"78",1.05464526999099e-59
"79",7.05769063269931e-61
"80",4.65817239435681e-62
"81",3.03273393252101e-63
"82",1.94798778362379e-64
"83",1.23463049005668e-65
"84",7.72237161379897e-67
"85",4.76749072037866e-68
"86",2.90546410460745e-69
"87",1.74818450742971e-70
"88",1.03863587740394e-71
"89",6.09397313958923e-73
"90",3.53146151135343e-74
"91",2.02152657460154e-75
"92",1.14321671288196e-76
"93",6.38783560442511e-78
"94",3.52700228224723e-79
"95",1.92457253646635e-80
"96",1.037977612373e-81
"97",5.53368511470665e-83
"98",2.91648836967031e-84
"99",1.519746085826e-85
"100",7.83053592663394e-87
"101",3.98993101986177e-88
"102",2.01064608733203e-89
